Ice hockey at the 1932 Winter Olympics,12,269
Athletics at the 2004 Summer Olympics - Men's Long Jump,44,761
Athletics at the 2008 Summer Olympics - Men's 110 metre hurdles,46,38
Shooting at the 1920 Summer Olympics - Military rifle; standing,7,184
Wrestling at the 1984 Summer Olympics - Men's Greco-Roman Middleweight,33,458
Sailing at the 2008 Summer Olympics - Star class,46,308
Canoeing at the 1948 Summer Olympics - Men's C-1 10000 metres,16,590
Speed skating at the 2010 Winter Olympics – Men's 10000 metres,47,737
Speed skating at the 2010 Winter Olympics – Men's 1500 metres,47,359
Swimming at the 1968 Summer Olympics - Women's 200 metre individual medley,26,98
Swimming at the 1988 Summer Olympics – Men's 200 metre butterfly,36,685
Canoeing at the 2012 Summer Olympics – Women's K-1 200 metres,48,687
Cycling at the 2012 Summer Olympics – Men's Keirin,48,753
Athletics at the 2012 Summer Olympics – Women's pole vault,48,59
Swimming at the 2012 Summer Olympics – Women's 200 metre butterfly,48,250
Boxing at the 2012 Summer Olympics – Men's lightweight,48,97
Cycling at the 2012 Summer Olympics – Men's team pursuit,48,645
Gymnastics at the 2012 Summer Olympics – Men's trampoline,48,237
Tennis at the 2012 Summer Olympics - Men's Doubles,48,596
Athletics at the 1912 Summer Olympics - Men's 5000 metres,6,505
Boxing at the 1964 Summer Olympics - Light middleweight,24,131
Swimming at the 1996 Summer Olympics - Women's 100 metre backstroke,40,568
Athletics at the 1920 Summer Olympics - Men's hammer throw,7,637
Diving at the 1964 Summer Olympics - Women's 10 metre platform,24,305
Gymnastics at the 1904 Summer Olympics - Men's artistic individual all-around,3,584
Weightlifting at the 2004 Summer Olympics - Men's Super Heavyweight +105 kg,44,662
Diving at the 1936 Summer Olympics - Women's 3 metre springboard,14,699
Athletics at the 1988 Summer Olympics - Women's 400 metres,36,563
Swimming at the 2000 Summer Olympics - Men's 100 metre butterfly,42,652
Equestrian at the 1920 Summer Olympics - Dressage; Individual,7,232
Diving at the 2004 Summer Olympics - Men's synchronized 10 metre platform,44,329
Athletics at the 1988 Summer Olympics - Men's 400 metre hurdles,36,646
Table Tennis at the 2000 Summer Olympics Women's Singles,42,238
Athletics at the 2000 Summer Olympics - Women's 100 metres hurdles,42,441
Athletics at the 1964 Summer Olympics - Men's 110 metre hurdles,24,38
Swimming at the 1960 Summer Olympics – Men's 400 metre freestyle,22,6
Snowboarding at the 2010 Winter Olympics – Men's snowboard cross,47,85
Gymnastics at the 1968 Summer Olympics – Men's artistic individual all-around,26,584
Swimming at the 1972 Summer Olympics - Men's 1500 metre freestyle,27,704
Athletics at the 1988 Summer Olympics - Men's 400 metres,36,665
Cycling at the 2004 Summer Olympics - Women's Sprint,44,781
Athletics at the 1980 Summer Olympics - Men's 110 metre hurdles,32,38
Short Track Speed Skating at the 2006 Winter Olympics - Women's 1500m,45,192
Short Track Speed Skating at the 2006 Winter Olympics - Women's 1500m,45,279
Gymnastics at the 1992 Summer Olympics – Men's rings,37,58
Athletics at the 1908 Summer Olympics - Men's 5 miles,5,217
Judo at the 1996 Summer Olympics - Women's 52 kg,40,283
Athletics at the 1900 Summer Olympics - Men's standing triple jump,2,307
Boxing at the 1988 Summer Olympics - Featherweight,36,387
Badminton at the 2000 Summer Olympics Women's Singles,42,333
Short Track Speed Skating at the 1998 Winter Olympics - Women's 500m,41,294
Gymnastics at the 1996 Summer Olympics – Men's pommel horse,40,306
Shooting at the 1988 Summer Olympics - Skeet,36,164
Weightlifting at the 1932 Summer Olympics - Men's Middleweight 67.5-75 kg,13,202
Wrestling at the 1976 Summer Olympics - Men's Greco-Roman Super Heavyweight,30,395
Football at the 1980 Summer Olympics,32,34
Weightlifting at the 2000 Summer Olympics - Men's Heavyweight 94 - 105 kg,42,168
Nordic combined at the 2002 Winter Olympics - Individual,43,136
Athletics at the 1972 Summer Olympics - Women's 800 metres,27,169
Gymnastics at the 1996 Summer Olympics – Men's Horizontal Bar,40,701
Ice hockey at the 2006 Winter Olympics – Men’s Team,45,269
Weightlifting at the 1936 Summer Olympics - Men's Lightweight 60-67.5 kg,14,389
Shooting at the 1920 Summer Olympics - Men's 300 metre rifle; three positions,7,242
Fencing at the 1920 Summer Olympics - Men's Sabre; Individual,7,148
Swimming at the 2008 Summer Olympics - Women's 200 metre breaststroke,46,95
Modern Pentathlon at the 2004 Summer Olympics - Women's Individual,44,565
Swimming at the 1992 Summer Olympics - Men's 4 x 200 metre freestyle relay,37,144
Athletics at the 1960 Summer Olympics - Men's discus throw,22,60
Athletics at the 1952 Summer Olympics – Men's 800 metres,18,414
Sailing at the 1968 Summer Olympics - Finn,26,551
Swimming at the 2012 Summer Olympics – Women's 800 metre freestyle,48,656
Athletics at the 2012 Summer Olympics – Men's javelin throw,48,603
Judo at the 2012 Summer Olympics – Women's 70 kg,48,589
Swimming at the 1988 Summer Olympics - Women's 50 metre freestyle,36,57
Athletics at the 1928 Summer Olympics - Women's Discus Throw,11,196
Swimming at the 1900 Summer Olympics - Men's 4000 metre freestyle,2,437
Athletics at the 1976 Summer Olympics – Men's 200 metres,30,157
Speed skating at the 2002 Winter Olympics – Women's 3000 metres,43,391
Speed skating at the 2002 Winter Olympics – Men's 10000 metres,43,737
Equestrian at the 1984 Summer Olympics - Jumping; Individual,33,210
Cycling at the 1988 Summer Olympics - Men's Sprint,36,264
Modern Pentathlon at the 1988 Summer Olympics - Men's Individual,36,398
Sailing at the 2000 Summer Olympics - Finn Class,42,551
Athletics at the 1936 Summer Olympics – Men's javelin throw,14,603
Cycling at the 1900 Summer Olympics - Men's 25 kilometres,2,776
Athletics at the 1896 Summer Olympics - Men's 100 metres,1,312
Athletics at the 1896 Summer Olympics - Men's discus throw,1,60
Cycling at the 1896 Summer Olympics - Men's sprint,1,264
Archery at the 1972 Summer Olympics – Men's individual,27,651
Athletics at the 1952 Summer Olympics – Men's 1500 metres,18,311
Gymnastics at the 1896 Summer Olympics - Men's pommel horse,1,306
Swimming at the 1968 Summer Olympics - Women's 100 metre butterfly,26,335
Swimming at the 1988 Summer Olympics – Women's 200 metre individual medley,36,98
Swimming at the 1964 Summer Olympics – Men's 100 metre freestyle,24,698
Figure skating at the 2010 Winter Olympics – Men's singles,47,567
Swimming at the 1968 Summer Olympics - Women's 200 metre backstroke,26,442
Gymnastics at the 1956 Summer Olympics – Men's parallel bars,20,666
Athletics at the 1964 Summer Olympics - Women's 400 metres,24,563
Snowboarding at the 2010 Winter Olympics – Women's snowboard cross,47,43
Athletics at the 1988 Summer Olympics - Women's 100 metres hurdles,36,441
Athletics at the 1920 Summer Olympics - Men's Individual Cross Country,7,21
Wrestling at the 1912 Summer Olympics - Greco-Roman light heavyweight,6,206
Diving at the 1920 Summer Olympics - Men's 10 metre platform,7,719
Cycling at the 1992 Summer Olympics - Men's individual road race,37,149
Athletics at the 1984 Summer Olympics - Men's Decathlon,33,684
Judo at the 2004 Summer Olympics - Men's Extra Lightweight (-60 kg),44,705
Archery at the 2004 Summer Olympics - Men's individual,44,651
Shooting at the 1908 Summer Olympics - Men's 300 metre rifle; three positions,5,242
Athletics at the 1932 Summer Olympics - Men's marathon,13,661
Tennis at the 1908 Summer Olympics - Women's Singles,5,470
Cross-Country Skiing at the 1952 Winter Olympics - Men's 50 km,19,180
Athletics at the 1948 Summer Olympics – Men's hammer throw,16,637
Swimming at the 1908 Summer Olympics - Men's 100 metre backstroke,5,47
Wrestling at the 1924 Summer Olympics - Men's Greco-Roman Heavyweight,8,346
Equestrian at the 1980 Summer Olympics - Individual Eventing,32,71
Athletics at the 1972 Summer Olympics - Men's 1500 metres,27,311
Wrestling  at the 1936 Summer Olympics - Greco-Roman Bantamweight,14,634
Nordic Combined at the 1924 Winter Olympics - Individual,9,136
Gymnastics at the 1992 Summer Olympics – Women's rhythmic individual all-around,37,696
Alpine Skiing at the 1952 Winter Olympics - Men's Slalom Men,19,746
Figure Skating at the 1998 Winter Olympics - Men's Singles,41,567
Cross-Country Skiing at the 1992 Winter Olympics - Men's 50km freestyle,38,372
Wrestling at the 1928 Summer Olympics - Men's Freestyle Light Heavyweight,11,32
Modern pentathlon at the 1920 Summer Olympics - Men's Individual,7,398
Alpine Skiing at the 1988 Winter Olympics - Men's Slalom,35,746
Gymnastics at the 2004 Summer Olympics - Women's Trampoline,44,624
Shooting at the 2008 Summer Olympics - Men's 50 metre pistol,46,403
Swimming at the 2008 Summer Olympics - Men's 400 metre freestyle,46,6
Athletics at the 1980 Summer Olympics - Women's 100 metres,32,507
Swimming at the 1936 Summer Olympics - Women's 100 metre freestyle,14,51
Canoeing at the 2000 Summer Olympics - Men's slalom C-1,42,416
Cycling at the 2008 Summer Olympics - Women's Points Race,46,41
Gymnastics at the 2008 Summer Olympics - Men's parallel bars,46,666
Athletics at the 2008 Summer Olympics - Men's 20 km walk,46,648
Sailing at the 2012 Summer Olympics – Men's sailboard,48,303
Fencing at the 2012 Summer Olympics - Women's sabre,48,151
Canoeing at the 2012 Summer Olympics – Men's C-2 1000 metres,48,570
Weightlifting at the 2012 Summer Olympics – Men's 94 kg,48,341
Cycling at the 2012 Summer Olympics – Women's road race,48,280
Cycling at the 2012 Summer Olympics – Men's sprint,48,264
Ice hockey at the 1968 Winter Olympics,25,269
Weightlifting at the 1932 Summer Olympics - Men's Lightweight 60-67.5 kg,13,389
Swimming at the 1936 Summer Olympics - Men's 1500 metre freestyle,14,704
Swimming at the 1932 Summer Olympics - Men's 100 metre backstroke,13,47
Cross-Country Skiing at the 2006 Winter Olympics – Women's Sprint Individual,45,529
Cycling at the 1924 Summer Olympics – Men's Individual Time Trial,8,25
Equestrian at the 1988 Summer Olympics - Jumping; Individual,36,210
Speed Skating at the 1992 Winter Olympics – Women’s 5000m,38,101
Judo at the 1988 Summer Olympics - Men's Heavyweight (+95kg),36,351
Swimming at the 1972 Summer Olympics - Men's 4 x 100 metre freestyle relay,27,756
Rowing at the 1996 Summer Olympics – Men's coxless pairs,40,478
Gymnastics at the 1960 Summer Olympics – Women's vault,22,150
Athletics at the 1964 Summer Olympics - Men's discus throw,24,60
Archery at the 1988 Summer Olympics - Men's individual,36,651
Cycling at the 1908 Summer Olympics - Men's 100 kilometres,5,179
Athletics at the 2000 Summer Olympics - Men's Long Jump,42,761
Ice hockey at the 1984 Winter Olympics,34,269
Basketball at the 1952 Summer Olympics,18,623
Gymnastics at the 1996 Summer Olympics – Men's artistic individual all-around,40,584
Boxing at the 1964 Summer Olympics - Featherweight,24,387
Swimming at the 1964 Summer Olympics – Men's 400 metre freestyle,24,6
Diving at the 2012 Summer Olympics – Men's 10 metre platform,48,719
Swimming at the 2012 Summer Olympics – Women's 100 metre freestyle,48,51
Athletics at the 2012 Summer Olympics – Women's 200 metres,48,716
Wrestling at the 1948 Summer Olympics - Men's Greco-Roman Lightweight,16,542
Boxing at the 1972 Summer Olympics - Light Flyweight,27,762
Modern Pentathlon at the 1948 Summer Olympics - Men's Individual,16,398
Athletics at the 1976 Summer Olympics - Women's Long Jump,30,128
Athletics at the 1976 Summer Olympics - Men's 1500 metres,30,311
Judo  at the 1976 Summer Olympics - Men's Lightweight (63kg),30,581
Athletics at the 1952 Summer Olympics - Women's High Jump,18,231
Cycling at the 1996 Summer Olympics - Women's Sprint,40,781
Cross Country Skiing at the 1994 Winter Olympics - Women's 5km,39,375
Weightlifting at the 1948 Summer Olympics - Men's Light Heavyweight 75-82.5 kg,16,739
Weightlifting at the 1956 Summer Olympics - Men's Light Heavyweight 75-82.5 kg,20,739
Athletics at the 1972 Summer Olympics - Women's Long Jump,27,128
Speed Skating at the 1964 Winter Olympics - Women's 1500m,23,192
Speed Skating at the 1964 Winter Olympics - Women's 1500m,23,279
Gymnastics at the 1988 Summer Olympics – Women's Vault,36,150
Archery at the 1988 Summer Olympics - Women's Individual,36,487
Wrestling at the 1952 Summer Olympics - Men's Greco-Roman Flyweight,18,741
Rowing at the 1976 Summer Olympics - Men's Single Sculls,30,2
Ski Jumping at the 1968 Winter Olympics - Large Hill,25,615
Weightlifting at the 1952 Summer Olympics - Men's Featherweight 56-60 kg,18,575
Speed Skating at the 1964 Winter Olympics - Men's 10000m,23,737
Cross-Country Skiing at the 1980 Winter Olympics - Men's 15km,31,301
Alpine Skiing at the 1976 Winter Olympics - Men's Slalom,29,746
Alpine Skiing at the 1964 Winter Olympics - Men's Downhill,23,411
Equestrian at the 1980 Summer Olympics - Jumping; Individual,32,210
Sailing at the 1976 Summer Olympics - Finn Class,30,551
Wrestling at the 1960 Summer Olympics - Men's Greco-Roman Heavyweight,22,356
Boxing at the 1984 Summer Olympics - Bantamweight,33,326
Speed Skating at the 1992 Winter Olympics - Men's 5000m,38,583
Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Light Heavyweight,26,244
Alpine Skiing at the 1980 Winter Olympics - Women's Giant Slalom,31,396
Alpine skiing at the 2010 Winter Olympics – Women's downhill,47,497
Figure Skating at the 1980 Winter Olympics - Men's Singles,31,567
Nordic Combined at the 1968 Winter Olympics - Individual,25,136
Boxing at the 1996 Summer Olympics - Middleweight,40,288
Shooting at the 1976 Summer Olympics – Trap,30,22
Cycling at the 1908 Summer Olympics - Men's 660 yards,5,731
Athletics at the 1932 Summer Olympics - Men's discus throw,13,60
Athletics at the 1928 Summer Olympics – Men's 110 metre hurdles,11,38
Athletics at the 1932 Summer Olympics - Women's discus throw,13,196
Athletics at the 1992 Summer Olympics - Men's decathlon,37,684
Fencing at the 2004 Summer Olympics - Women's sabre,44,151
Gymnastics at the 2004 Summer Olympics - Women's Vault,44,150
Gymnastics at the 1904 Summer Olympics - Men's combined,3,669
Athletics at the 1956 Summer Olympics - Men's pole vault,20,587
Athletics at the 1912 Summer Olympics - Men's javelin throw,6,603
Boxing at the 2012 Summer Olympics – Men's welterweight,48,512
Boxing at the 2012 Summer Olympics – Men's heavyweight,48,446
Athletics at the 2012 Summer Olympics – Men's marathon,48,661
Swimming at the 1992 Summer Olympics - Men's 50 metre freestyle,37,653
Weightlifting at the 1960 Summer Olympics - Men's Bantamweight -56 kg,22,647
Rowing at the 1952 Summer Olympics - Men's Single Sculls,18,2
Shooting at the 1952 Summer Olympics - Men's 50 metre rifle; prone,18,52
Biathlon at the 1960 Winter Olympics - Men's 20km Individual,21,295
Swimming at the 1948 Summer Olympics - Men's 1500 metre freestyle,16,704
Gymnastics at the 1984 Summer Olympics – Women's uneven bars,33,257
Gymnastics at the 1976 Summer Olympics – Men's artistic individual all-around,30,584
Equestrian at the 1924 Summer Olympics – Dressage; Individual,8,232
Sailing at the 1952 Summer Olympics - Finn Class,18,551
Gymnastics at the 1952 Summer Olympics - Women's artistic individual all-around,18,337
Luge at the 1992 Winter Olympics - Men's Singles,38,111
Weightlifting at the 1980 Summer Olympics - Men's Heavyweight 100-110 kg,32,513
Alpine Skiing at the 1988 Winter Olympics - Women's Super-G,35,54
Gymnastics at the 1972 Summer Olympics – Women's floor,27,45
Alpine Skiing at the 1976 Winter Olympics - Women's Downhill,29,497
Gymnastics at the 1948 Summer Olympics - Men's Vault,16,654
Weightlifting at the 2012 Summer Olympics – Women's 69 kg,48,718
Canoeing at the 2004 Summer Olympics - Men's C-1 1000 metres,44,259
Synchronized swimming at the 2012 Summer Olympics – Women's duet,48,601
Canoeing at the 2012 Summer Olympics – Women's K-2 500 metres,48,129
Rowing at the 1900 Summer Olympics - Men's Single Sculls,2,2
Athletics at the 1972 Summer Olympics - Men's 400 metres,27,665
Wrestling at the 1996 Summer Olympics - Men's Freestyle Heavyweight,40,114
Judo at the 2008 Summer Olympics - Women's +78 kg,46,318
Gymnastics at the 2008 Summer Olympics - Men's Floor Exercises,46,511
Athletics at the 1992 Summer Olympics - Men's 1500 metres,37,311
Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Featherweight,40,76
Weightlifting at the 2008 Summer Olympics - Women's 48 kg,46,331
Wrestling at the 1984 Summer Olympics - Men's freestyle Super Heavyweight,33,678
Wrestling at the 1992 Summer Olympics - Men's Freestyle Welterweight,37,172
Wrestling at the 1920 Summer Olympics - Men's Greco-Roman heavyweight,7,346
Athletics at the 2004 Summer Olympics - Men's Javelin Throw,44,603
Athletics at the 1992 Summer Olympics - Men's discus throw,37,60
Diving at the 1956 Summer Olympics - Women's 10 metre platform,20,305
Athletics at the 1988 Summer Olympics - Women's 10000 metres,36,247
Swimming at the 1980 Summer Olympics - Women's 100 metre butterfly,32,335
Snowboarding at the 2006 Winter Olympics - Men's parallel Giant Slalom,45,68
Athletics at the 1992 Summer Olympics - Women's shot put,37,554
Athletics at the 1996 Summer Olympics - Men's discus throw,40,60
Athletics at the 1956 Summer Olympics - Men's 5.000 metres,20,505
Athletics at the 1912 Summer Olympics - Men's decathlon,6,684
Shooting at the 1912 Summer Olympics - Men's 100 metre running deer; single shots,6,579
Swimming at the 1904 Summer Olympics - Men's 1 mile freestyle,3,13
Taekwondo at the 2004 Summer Olympics - Men's +80 kg,44,281
Diving at the 1964 Summer Olympics - Men's 3 metre springboard,24,710
Athletics at the 1904 Summer Olympics - Men's 56 pound weight throw,3,618
Boxing at the 1904 Summer Olympics - Lightweight,3,592
Swimming at the 1912 Summer Olympics - Men's 200 metre breaststroke,6,4
Diving at the 2004 Summer Olympics - Men's 3 metre springboard,44,710
Swimming at the 1996 Summer Olympics - Men's 200 metre breaststroke,40,4
Weightlifting at the 2004 Summer Olympics - Women's 75 kg,44,721
Athletics at the 1956 Summer Olympics - Men's 1500 metres,20,311
Athletics at the 1948 Summer Olympics – Men's 110 metre hurdles,16,38
Athletics at the 1928 Summer Olympics – Men's decathlon,11,684
Athletics at the 1936 Summer Olympics – Men's 5000 metres,14,505
Athletics at the 1932 Summer Olympics - Men's 200 metres,13,157
Speed skating at the 2002 Winter Olympics – Women's 500 metres,43,69
Shooting at the 2012 Summer Olympics - Men's Skeet,48,94
Modern pentathlon at the 1964 Summer Olympics - Men's Individual,24,398
Athletics at the 1956 Summer Olympics - Men's 100 metres,20,312
Athletics at the 1996 Summer Olympics - Men's 50 km walk,40,170
Athletics at the 1904 Summer Olympics - Men's 200 metre hurdles,3,82
Diving at the 1936 Summer Olympics - Men's 3 metre springboard,14,710
Judo at the 1964 Summer Olympics - Heavyweight,24,153
Athletics at the 1996 Summer Olympics - Women's DiscusThrow,40,196
Boxing at the 1908 Summer Olympics - Middleweight,5,541
Fencing at the 1908 Summer Olympics - Men's Sabre; Individual,5,148
Tennis at the 1988 Summer Olympics - Men's Singles,36,766
Athletics at the 1928 Summer Olympics – Men's 800 metres,11,414
Athletics at the 1932 Summer Olympics - Men's 800 metres,13,414
Biathlon at the 2010 Winter Olympics – Women's relay,47,433
Equestrian at the 1952 Summer Olympics - Dressage; Individual,18,232
Gymnastics at the 1968 Summer Olympics – Men's parallel bars,26,666
Gymnastics at the 1948 Summer Olympics - Men's artistic individual all-around,16,584
Boxing at the 1960 Summer Olympics - Bantamweight,22,326
Cross Country Skiing at the 2002 Winter Olympics -30 km freestyle mass start,43,267
Athletics at the 1952 Summer Olympics - Men's Decathlon,18,684
Cross Country Skiing at the 1988 Winter Olympics - Women's 5km,35,375
Cross-Country Skiing at the 1980 Winter Olympics - Men's 50km,31,180
Athletics at the 1960 Summer Olympics - Men's 20 km Walk,22,648
Biathlon at the 2010 Winter Olympics – Women's mass start,47,768
Athletics at the 1956 Summer Olympics - Women's 200 metres,20,716
Gymnastics at the 1952 Summer Olympics - Men's Parallel Bars,18,666
Weightlifting at the 2012 Summer Olympics – Men's 77 kg,48,577
Canoeing at the 2004 Summer Olympics - Women's slalom K-1,44,106
Swimming at the 2012 Summer Olympics – Men's 100 metre backstroke,48,47
Athletics at the 1896 Summer Olympics - Men's long jump,1,761
Athletics at the 1948 Summer Olympics - Men's pole vault,16,587
Swimming at the 1900 Summer Olympics - Men's 200 metre backstroke,2,319
Snowboarding at the 2002 Winter Olympics – Men's parallel giant slalom,43,68
Athletics at the 1936 Summer Olympics – Men's hammer throw,14,637
Athletics at the 1960 Summer Olympics - Women's 200 metres,22,716
Athletics at the 1908 Summer Olympics - Men's long jump,5,761
Cycling at the 1932 Summer Olympics - Men's sprint,13,264
Athletics at the 1932 Summer Olympics – Men's 10000 metres,13,251
Swimming at the 1992 Summer Olympics - Men's 400 metre freestyle,37,6
Athletics at the 1996 Summer Olympics – Women's 100 metres,40,507
Short track speed skating at the 2010 Winter Olympics – Women's 500 metres,47,294
Equestrian at the 2012 Summer Olympics - Individual dressage,48,232
Wrestling at the 2012 Summer Olympics – Men's Greco-Roman 60 kg,48,759
Cycling at the 2012 Summer Olympics – Men's Omnium,48,469
Shooting at the 2012 Summer Olympics - Men's Trap,48,627
Canoeing at the 2012 Summer Olympics – Men's slalom C-2,48,343
Swimming at the 2012 Summer Olympics – Women's 200 metre backstroke,48,442
Field hockey at the 2012 Summer Olympics – Men's tournament,48,317
Wrestling at the 2012 Summer Olympics – Men's Greco-Roman 84 kg,48,788
Athletics at the 1912 Summer Olympics - Men's 200 metres,6,157
Athletics at the 1992 Summer Olympics - Men's pole vault,37,587
Cycling at the 1904 Summer Olympics - 1/2 mile,3,774
Diving at the 1968 Summer Olympics - Men's 10 metre platform,26,719
Gymnastics at the 1964 Summer Olympics - Men's Horizontal Bar,24,701
Boxing at the 1964 Summer Olympics - Light welterweight,24,171
Football at the 1912 Summer Olympics,6,34
Diving at the 1948 Summer Olympics - Men's 3 metre springboard,16,710
Athletics at the 1988 Summer Olympics - Women's shot put,36,554
Boxing at the 1904 Summer Olympics - Flyweight,3,214
Luge at the 2002 Winter Olympics – Women's singles,43,61
Luge at the 2002 Winter Olympics – Women's singles,43,191
Swimming at the 1900 Summer Olympics - Men's 200 metre obstacle event,2,165
Athletics at the 2012 Summer Olympics – Men's 400 metres hurdles,48,646
Athletics at the 1988 Summer Olympics - Men's Pole Vault,36,587
Fencing at the 1912 Summer Olympics - Men's foil,6,96
Shooting at the 1912 Summer Olympics - Men's 100 metre running deer; double shots,6,752
Athletics at the 1956 Summer Olympics - Men's high jump,20,166
Athletics at the 1988 Summer Olympics - Men's Marathon,36,661
Luge at the 2002 Winter Olympics – Men's singles,43,111
Snowboarding at the 2002 Winter Olympics – Women's halfpipe,43,608
Alpine skiing at the 2002 Winter Olympics – Women's downhill,43,497
Alpine skiing at the 2002 Winter Olympics – Women's Super-G,43,54
Swimming at the 1980 Summer Olympics - Men's 200 metre butterfly,32,685
Wrestling at the 1984 Summer Olympics - Men's Freestyle Heavyweight,33,114
Table Tennis at the 2008 Summer Olympics - Men's Singles,46,158
Canoeing at the 1956 Summer Olympics - Women's K-1 500 metres,20,750
Athletics at the 2008 Summer Olympics - Men's decathlon,46,684
Alpine Skiing at the 1952 Winter Olympics - Men's downhill,19,411
Athletics at the 2000 Summer Olympics - Men's marathon,42,661
Rowing at the 2008 Summer Olympics - Women's lightweight double sculls,46,755
Swimming at the 1980 Summer Olympics - Women's 400 metre freestyle,32,649
Swimming at the 1928 Summer Olympics - Men's 100 metre backstroke,11,47
Wrestling at the 2008 Summer Olympics - Men's Greco-Roman Bantamweight,46,316
Weightlifting at the 2008 Summer Olympics - Men's Middleweight 69-77 kg,46,577
Swimming at the 1920 Summer Olympics - Men's 1500 metre freestyle,7,704
Gymnastics at the 1924 Summer Olympics - Men's pommel horse,8,306
Basketball at the 1968 Summer Olympics,26,623
Boxing at the 1996 Summer Olympics – Flyweight,40,209
Swimming at the 1960 Summer Olympics – Men's 100 metre backstroke,22,47
Figure Skating at the 1992 Winter Olympics - Women's Singles,38,61
Figure Skating at the 1992 Winter Olympics - Women's Singles,38,191
Modern Pentathlon at the 1924 Summer Olympics - Men's Individual,8,398
Biathlon at the 2010 Winter Olympics – Men's relay,47,293
Luge at the 1994 Winter Olympics - Women's Singles,39,61
Luge at the 1994 Winter Olympics - Women's Singles,39,191
Wrestling at the 1936 Summer Olympics - Greco-Roman Heavyweight,14,356
Shooting at the 2004 Summer Olympics - Men's 10 metre running target,44,325
Speed Skating at the 1976 Winter Olympics - Women's 1500m,29,192
Speed Skating at the 1976 Winter Olympics - Women's 1500m,29,279
Athletics at the 1976 Summer Olympics - Women's 400 metres,30,563
Gymnastics at the 1936 Summer Olympics - Men's Floor Exercises,14,511
Boxing at the 1984 Summer Olympics - Heavyweight,33,446
Cross-Country Skiing at the 1960 Winter Olympics - Men's 15km,21,301
Boxing at the 1980 Summer Olympics - Flyweight,32,209
Boxing at the 1984 Summer Olympics - Lightweight,33,97
Boxing at the 1956 Summer Olympics - Bantamweight,20,326
Cross Country Skiing at the 1968 Winter Olympics - Women's 5km,25,375
Athletics at the 2000 Summer Olympics - Women's hammer throw,42,141
Rowing at the 1968 Summer Olympics - Men's Single Sculls,26,2
Weightlifting at the 1972 Summer Olympics - Men's Lightweight 60-67.5 kg,27,389
Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Middleweight,26,519
Figure Skating at the 1984 Winter Olympics - Women's Singles,34,61
Figure Skating at the 1984 Winter Olympics - Women's Singles,34,191
Gymnastics at the 1928 Summer Olympics - Men's Rings,11,58
Boxing at the 1984 Summer Olympics - Flyweight,33,209
Wrestling at the 1932 Summer Olympics - Men's Freestyle Bantamweight,13,44
Swimming at the 2008 Summer Olympics - Women's 100 metre butterfly,46,335
Athletics at the 1928 Summer Olympics - Men's javelin throw,11,603
Archery at the 2008 Summer Olympics - Women's team,46,749
Judo at the 1992 Summer Olympics - Men's Lightweight  (71kg),37,625
Taekwondo at the 2000 Summer Olympics - Men's +80 kg,42,281
Taekwondo at the 2000 Summer Olympics - Men's 58 kg,42,415
Gymnastics at the 2008 Summer Olympics - Women's rhythmic team all-around,46,310
Rowing at the 2008 Summer Olympics - Men's coxless four,46,574
Athletics at the 2008 Summer Olympics - Women's triple jump,46,708
Shooting at the 1920 Summer Olympics - Men's 50 metre pistol,7,403
Wrestling at the 1972 Summer Olympics - Men's Greco-Roman Lightweight,27,455
Wrestling at the 1972 Summer Olympics - Men's freestyle Flyweight,27,374
Boxing at the 1908 Summer Olympics - Bantamweight,5,234
Canoeing at the 2004 Summer Olympics - Men's C-1 500 metres,44,744
Swimming at the 1956 Summer Olympics – Women's 100 metre freestyle,20,51
Swimming at the 1960 Summer Olympics – Men's 200 metre butterfly,22,685
Swimming at the 1972 Summer Olympics - Men's 200 metre individual medley,27,760
Athletics at the 1964 Summer Olympics - Men's 100 metres,24,312
Ski Jumping at the 1948 Winter Olympics - Large Hill,17,615
Weightlifting at the 1992 Summer Olympics - Men's Flyweight -52 kg,37,392
Cycling at the 1936 Summer Olympics - Men's Sprint,14,264
Wrestling at the 1964 summer Olympics - Men's Freestyle Welterweight,24,393
Biathlon at the 2010 Winter Olympics – Men's individual,47,295
Modern Pentathlon  at the 1936 Summer Olympics - Men's Individual,14,398
Cross Country Skiing at the 1994 Winter Olympics - Women's 15km,39,349
Shooting at the 1952 Summer Olympics - Running Deer; Single & Double Shot,18,610
Gymnastics at the 1976 Summer Olympics – Women's Balance Beam,30,707
Wrestling at the 1960 Summer Olympics - Men's Freestyle Light Heavyweight,22,32
Weightlifting at the 1952 Summer Olympics - Men's Bantamweight -56 kg,18,647
Gymnastics at the 1948 Summer Olympics - Men's Parallel Bars,16,666
Wrestling at the 1960 Summer Olympics - Greco-Roman Welterweight,22,139
Gymnastics at the 1952 Summer Olympics - Men's artistic individual all-around,18,584
Shooting at the 1948 Summer Olympics - Men's 50 metre rifle; prone,16,52
Shooting at the 1984 Summer Olympics - Men's 50 metre running target,33,692
Cross Country Skiing at the 1976 Winter Olympics -Women's 10km,29,67
Taekwondo at the 2000 Summer Olympics - Men's 68 kg,42,642
Archery at the 1992 Summer Olympics - Men's individual,37,651
Basketball at the 2008 Summer Olympics - Women,46,471
Swimming at the 1920 Summer Olympics - Men's 400 metre breaststroke,7,492
