Men's Greco-Roman Wrestling; Middleweight 72-79kg,71
Men's Greco-Roman Wrestling; Welterweight 68-74kg,71
Men's Greco-Roman Wrestling; Light Heavyweight  82-90 kg,71
Men's Greco-Roman Wrestling;  Middleweight 78-87kg,71
Men's Greco-Roman Wrestling; Lightweight 62-67.5 kg,71
Men's Greco-Roman Wrestling; Bantamweight -58kg,71
Men's Greco-Roman Wrestling; Light Heavyweight 93kg,71
Men's Greco-Roman Wrestling; Lightweight 62-67 kg,71
Men's Greco-Roman Wrestling; Lightweight,71
Men's Greco-Roman Wrestling; Flyweight -54kg,71
Men's Greco-Roman Wrestling; Lightweight 60 - 66kg,71
Men's Greco Roman Wrestling; 66.6-73 kg,71
Men's Greco Roman Wrestling; Heavyweight 85-97 kg,71
Men's Greco-Roman Wrestling; Bantamweight 54-58 kg,71
Men's Greco-Roman Wrestling; Featherweight 58-63 kg,71
Men's Greco-Roman Wrestling; Heavyweight 90-100kg,71
Men's Greco-Roman Wrestling; Bantamweight -56kg,71
Men's Greco-Roman Wrestling; Welterweight 66 - 74kg,71
Men's Greco-Roman Wrestling; Middleweight 73-79kg,71
Men's Greco-Roman Wrestling; Light Heavyweight 75-82.5kg,71
Men's Greco-Roman Wrestling; Flyweight 48-52 kg,71
Men's Greco-Roman Wrestling; Super Heavyweight +93kg,71
Greco-Roman Wrestling;  Lightweight 60-67.5kg,71
Men's Greco-Roman Wrestling; Featherweight 56-61 kg,71
Men's Greco Roman Wrestling - 52 kg,71
Men's Greco-Roman Wrestling; Featherweight 55 - 60kg,71
Men's Greco-Roman Wrestling; Lightweight -66.6kg,71
Men's Greco-Roman Wrestling; Middleweight 74 - 84 kg,71
Women's 10 metre platform,72
Men's synchronized 10 metre platform,72
Women's synchronized 3 metre springboard,72
Men's plain high diving,72
Men's synchronized 3 metre springboard,72
Platform diving,72
Plunge for distance,72
Women's 3 metre springboard,72
Men's 3 metre springboard,72
Men's 10 metre platform,72
Women's synchronized 10 metre platform,72
49er - Skiff,73
12' Dinghy,73
Open Laser Class,73
Women's RS:X - Windsurfer,73
Men's RS:X - Windsurfer,73
Men's Sailboard,73
Men's Star - Keelboat,73
Women's Laser Radial - One Person Dinghy,73
Women's Europe Class,73
Olympic Monotype,73
Finn Class,73
Tornado - Multihull,73
Women's 470 - Two Person Dinghy,73
Men's 470 - Two Person Dinghy,73
Men's Laser - One Person Dinghy,73
Women's Yngling - Keelboat,73
Firefly Class,73
Women's Sailboard,73
Men's trampoline,74
Women's trampoline,74
Jumping; individual,78
Individual Jumping,78
Team Jumping,78
Equestrian; High Jump,78
Equestrian; Long Jump,78
Jumping; team,78
Women's hockey,79
Men's hockey,79
Women's water polo,82
Men's water polo,82
Women's Track Cycling; Team Sprint,85
Men's Track Cycling; 10 km,85
Women's Track cycling; points race,85
Women's Track Cycling; Keirin,85
Women's Track Cycling; Individual Pursuit,85
Men's Track Cycling; 5km,85
Women'sTrack Cycling;  Time Trial,85
Men's Track Cycling; 100km,85
Men's Track cycling; Individual Pursuit,85
Men's Track Cycling; Team Sprint,85
Men's Track Cycling; 2 Miles,85
Men's Track cycling; Sprint individual,85
Men's Track Cycling; 25 Miles,85
Men's Track Cycling; 1/4 mile,85
Men's Track Cycling; 20km,85
Men's Track cycling; Olympic Sprint,85
Men's Track Cycling; 1/3 Mile,85
Men's Track Cycling; 12 Hour Race,85
Men's tandem,85
Men's Track Cycling; Omnium,85
Men's Track Cycling; 1 Mile,85
Women's Track Cycling; Team Pursuit,85
Track Cycling; Men's 1000m Time Trial,85
Men's Track cycling; Points Race,85
Women's Track Cycling; Omnium,85
Men's Track Cycling; 50km,85
Men's Track cycling; Team Pursuit (4000m),85
Men's Track Cycling; 5 Miles,85
Men's Track cycling; Madison,85
Men's Track Cycling; 660 yds,85
Men's Track cycling; Keirin,85
Men's Track Cycling; 1/2 Mile,85
Men's Track Cycling; 25km,85
Women's Track cycling; sprint,85
Men's Mountain Biking; Cross-Country,89
Women's Mountain Biking; Cross-Country,89
Women's Ice Hockey,90
Men's Ice Hockey,90
Women's Taekwondo; Heavyweight + 67 kg,91
Men's Taekwondo; Heavyweight + 80 kg,91
Women's Taekwondo; Lightweight 49 - 57 kg,91
Men's Taekwondo; Flyweight - 58 kg,91
Men's Taekwondo; Lightweight 58 - 68 kg,91
Women's Taekwondo; Middleweight 57 - 67 kg,91
Women's Taekwondo; Flyweight - 49 kg,91
Men's Taekwondo; Middleweight 68 - 80 kg,91
Women's Super-G,92
Men's Combined,92
Women's Giant Slalom,92
Men's Downhill,92
Women's Combined,92
Women's Downhill,92
Alpine skiing - Men's giant slalom,92
Men's Super Combined,92
Women's Slalom,92
Men's Super-G,92
Men's Slalom,92
Women's Super Combined,92
Women's Volleyball,94
Men's Volleyball,94
Women's Snowboard Cross,95
Men's Parallel Giant Slalom,95
Snowboard Cross,95
Men's Snowboarding Cross,95
Men's Snowboard Giant Slalom,95
Women's Parallel Giant Slalom,95
Snowboarding at the 2006 Winter Olympics,95
Women's Snowboard Giant Slalom,95
Women's Halfpipe,95
Men's Halfpipe,95
300m military rifle; prone,96
Men's 25m small bore rifle,96
Olympic trap,96
Men's 50m rifle prone,96
Running Deer; Double Shot,96
Men's Skeet,96
Men's 10m air pistol,96
Women's Skeet,96
300m military rifle; three positions,96
Small-bore Rifle; Disappearing Target,96
Men's Double trap,96
Men's 10m air rifle,96
Men's 200 metre military rifle,96
Olympic skeet,96
300m military rifle; standing,96
Men's 30 metre free pistol,96
Women's 10m air pistol,96
25 metre military pistol,96
Men's 300m Free Rifle; 3 Positions,96
1000 yd free rifle,96
Running Deer; Single Shot,96
10 metre running target,96
Women's 10m air rifle,96
600m military rifle,96
50m small bore rifle,96
Men's 1000 yd free rifle,96
Men's 30 metre military pistol,96
Moving target small-bore,96
Men's 50m pistol,96
300 metre free rifle; prone,96
Women's 50m rifle 3 positions,96
Women's Double Trap,96
Olympic 50m rifle; 3 positions,96
Men's 600m free rifle,96
Men's 25m rapid fire pistol,96
Individual Military Rifle; Kneeling,96
Stationary Target Small-Bore Rifle,96
Women's 25m pistol,96
Men's 100 metre team running deer; single shots,96
Men's 100 metre single-shot running deer,96
Men's 50 Yard Free Pistol,96
Men's 100 metre team running deer; double shots,96
Men's 100 metre running deer; single/double shots,96
Men's Trap,96
50 metre running target,96
Men's 50m rifle 3 positions,96
Women's Trap,96
Men's 100 metre double-shot running deer,96
Men's 200m breaststroke,98
Men's 400m freestyle,98
Men's 1 Mile Freestyle,98
Men's 400m individual medley,98
Men's 100m backstroke,98
Women's 4x100m medley relay,98
Women's 100m freestyle,98
Women's 50m freestyle,98
Men's 220yds Freestyle,98
1200m Freestyle Men,98
Women's 200m breaststroke,98
Women's 200m individual medley,98
Men's 50 yards Freestyle,98
Men's 100m breaststroke,98
Men's 4x200m freestyle relay,98
Men's Obstacle Race,98
Men's 200m Freestyle,98
Women's 200m butterfly,98
Women's 300m Freestyle,98
Men's 100yds Backstroke,98
Women's 200m freestyle,98
Men's 200m backstroke,98
Women's 100m butterfly,98
Women's 4x100m freestyle relay,98
Men's 440yds Breaststroke,98
Men's 4000m Freestyle,98
Men's 440yds Freestyle,98
Women's 200m backstroke,98
Men's 400m Breaststroke,98
Men's 100yds Freestyle,98
Men's sailors 100 metre freestyle,98
Men's Underwater Swimming,98
Women's 100m backstroke,98
Women's 100m breaststroke,98
Women's 400m individual medley,98
Men's 880yds Freestyle,98
Women's 400m freestyle,98
Men's 100m butterfly,98
Men's 50m freestyle,98
Women's 800m freestyle,98
Men's Swimming; marathon 10km,98
Women's Swimming; marathon 10km,98
Men's 200m butterfly,98
Men's 100m freestyle,98
Men's 1500m freestyle,98
500m Freestyle Men,98
Women's 4x200m freestyle relay,98
Men's 4x100m medley relay,98
Men's 4x100m freestyle relay,98
Men's 200m individual medley,98
Men's 1000m Freestyle,98
Men's Singles,99
Women's Singles,99
Luge Team Relay,99
Doubles,99
Two-Man Bobsleigh,102
Women's Bobsleigh,102
Two-Woman Bobsleigh,102
Four-Man Bobsleigh,102
Women's basketball,103
Men's basketball,103
Men's Triathlon,106
Women's Individual Triathlon,106
Men's Table tennis; team,107
Men's Table Tennis; Singles,107
Women's TableTennis; Singles,107
Women's Table tennis; team,107
Badminton - Women's doubles,108
Badminton - Mixed doubles (Olympics),108
Women's Badminton; singles,108
Badminton - Men's doubles,108
Men's Badminton; singles,108
Women's 7.5 km Sprint,110
Men's 12.5 km Pursuit,110
Men's 4x7.5 km Relay,110
Men's 20 km Individual,110
Men's 10 km Sprint,110
Men's 15 km Mass Start,110
Women's 15 km Individual,110
Women's 4x6 km Relay,110
Mixed Relay,110
Women's 10 km Pursuit,110
Women's 12.5 km Mass Start,110
Croquet; Singles (2 Balls),114
Croquet; Singles (1 Ball),114
Women's Ski Cross,115
Women's Aerials,115
Women's Moguls,115
Men's Aerials,115
Men's Moguls,115
Men's Ski Cross,115
Men's Ski Half-pipe,115
Women's Ski Half-pipe,115
Men's Beach Volleyball,116
Women's Beach Volleyball,116
Women's K-1 (kayak single),117
Men's C-2 (canoe double),117
Men's Slalom C-1 (canoe single),117
Men's K-1 (kayak single),117
Eventing; individual,118
Individual Eventing,118
Team Eventing,118
Eventing; team,118
Standing High Jump,119
Men's Athletics; Cross-Country,119
Men's Athletics; 110m hurdles,119
Men's Athletics; 4x100m relay,119
Women's Pole vault,119
Men's Discus throw,119
Women's Athletics; Marathon,119
Men's Athletics; 200m Hurdles,119
Standing Long Jump,119
Women's Long jump,119
Women's Hammer throw,119
Men's Athletics; 200m,119
Women's Athletics; 1500m,119
Two Handed Discus Throw,119
Men's High jump,119
Women's Athletics; 800m,119
Men's 50km walk,119
Men's Athletics; 3200m Steeplechase,119
Men's Freestyle Javelin,119
Men's Pentathlon,119
Women's Discus throw,119
Men's Athletics; 2500m Steeplechase,119
Men's Athletics; 5 Miles,119
Women's Javelin throw,119
Women's High jump,119
Women's Athletics; 3000m,119
Women's Athletics; 10000m,119
Women's Heptathlon,119
Men's Athletics; 10000m,119
Two Handed Shot Put,119
Women's Athletics; 5000m,119
Greek Discus,119
Men's Athletics; 4000m Steeplechase,119
Standing triple jump,119
Men's Athletics; 1500m,119
Men's Athletics; 100m,119
Women's Athletics; 3000m steeplechase,119
Women's Athletics; 4x100m relay,119
Women's Athletics; 20km walk,119
Men's 10km Walk,119
Men's Athletics; 800m,119
Women's Athletics; 10k Walk,119
Men's 10 Mile Walk,119
Women's Athletics; 100m hurdles,119
Women's Athletics; 80m Hurdles,119
Men's Athletics; 60m,119
Men's Athletics; 5000m,119
Women's Athletics; 100m,119
Men's 3000m steeplechase,119
Men's Athletics; 2590m steeplechase,119
Two Handed Javelin Throw,119
Women's Shot put,119
Women's Athletics; 400m,119
Men's Pole vault,119
Men's Javelin throw,119
56-Pound Weight Throw,119
Men's Hammer throw,119
Men's Triple jump,119
Men's Athletics; 400m hurdles,119
Men's 20km walk,119
Men's 4x400 metres relay,119
Women's Athletics; Pentathlon,119
Men's Shot put,119
Men's Marathon,119
Men's Athletics; 400m,119
Men's 3500m Walk,119
Men's Decathlon,119
Women's Athletics; 400m hurdles,119
Women's Triple jump,119
