teamID,iocCode,name,rank,team,eventID,gameID,disciplineID
7810,TCH,Athletics at the 1972 Summer Olympics - Men's Discus Throw,1,Ludvík Dan?k,2541,27,60
7811,GBR,Shooting at the 1908 Summer Olympics - Men's stationary target small-bore rifle,2,Harold Humby,2385,5,552
7812,JAM,Athletics at the 1992 Summer Olympics - Men's 400 metre hurdles,2,Winthrop Graham,2519,37,646
7813,GER,Judo at the 2004 Summer Olympics - Women's 57 kg,1,Yvonne Bönisch,2315,44,564
7814,ITA,Fencing at the 1988 Summer Olympics - Men's Foil; Individual,1,Stefano Cerioni,2483,36,96
7815,RUS,Gymnastics at the 2012 Summer Olympics – Women's artistic individual all-around,3,Aliya Mustafina,2539,48,337
7816,KOR,Gymnastics at the 2012 Summer Olympics – Men's vault,1,Yang Hak-Seon,2391,48,654
7817,RUS,Gymnastics at the 2012 Summer Olympics – Men's vault,2,Denis Ablyazin,2391,48,654
7818,CHN,Badminton at the 2012 Summer Olympics – Women's singles,2,Wang Yihan,2428,48,333
7819,FIN,Curling at the 2006 Winter Olympics - Men's Tournament,2,Jani Sullanmaa;Teemu Salo;Kalle Kiiskinen;Markku Uusipaavalniemi,2492,45,688
7820,JPN,Gymnastics at the 2004 Summer Olympics - Men's parallel bars,2,Hiroyuki Tomita,2610,44,666
7821,WGE,Wrestling at the 1972 Summer Olympics - Men's Freestyle Welterweight,3,Adolf Seger,2524,27,172
7822,HUN,Canoeing at the 2000 Summer Olympics - Men's C-1 500 metres,1,György Kolonics,2479,42,744
7823,GER,Athletics at the 2004 Summer Olympics - Women's shot put,2,Nadine Kleinert,2320,44,554
7824,CHN,Shooting at the 1992 Summer Olympics - Women's 25 metre pistol,2,Li Duihong,2625,37,555
7825,MEX,Taekwondo at the 2008 Summer Olympics - Women's +67 kg,1,María del Rosario Espinoza,2618,46,143
7826,TPE,Weightlifting at the 2008 Summer Olympics - Women's 63 kg,3,Lu Ying-chi,2513,46,764
7827,BUL,Athletics at the 1976 Summer Olympics - Women's Discus Throw,2,Maria Vergova-Petkova,2413,30,196
7828,CHN,Short Track Speed Skating at the 1998 Winter Olympicss - Men's 1000m,2,Li JiaJun,2502,41,292
7829,CHN,Short Track Speed Skating at the 1998 Winter Olympicss - Men's 1000m,2,Li JiaJun,2503,41,606
7830,NED,Swimming at the 1960 Summer Olympics – Women's 400 metre freestyle,3,Tineke Lagerberg,2447,22,649
7831,ITA,Equestrian at the 1920 Summer Olympics - Individual eventing,3,Ettore Caffaratti,2322,7,71
7832,WGE,Luge at the 1988 Winter Olympics - Men's Singles,2,Georg Hackl,2403,35,111
7833,USA,athletics at the 1968 Summer Olympics - Men's High Jump,1,Dick Fosbury,2543,26,166
7834,URS,Gymnastics at the 1952 Summer Olympics - Men's Vault,1,Viktor Chukarin,2598,18,654
7835,FIN,Athletics at the 1928 Summer Olympics – Men's 1500 metres,3,Eino Purje,2326,11,311
7836,AUS,Rowing at the 1948 Summer Olympics - Men's Single Sculls,1,Mervyn Wood,2569,16,2
7837,SWE,Athletics at the 1928 Summer Olympics - Men's hammer throw,2,Ossian Skiöld,2628,11,637
7838,ROU,Gymnastics at the 1976 Summer Olympics – Women's artistic individual all-around,1,Nadia Comaneci,2533,30,337
7839,POL,Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Heavyweight,1,Andrzej Wro?ski,2520,40,633
7840,IND,Tennis at the 1996 Summer Olympics - Men's Singles,3,Leander Paes,2430,40,766
7841,GBR,Tennis at the 1896 Summer Olympics - Men's singles,1,John Pius Boland,2426,1,766
7842,URS,Shooting at the 1988 Summer Olympics - Men's 50 metre pistol,3,Igor Basinski,2622,36,403
7843,NED,Equestrian at the 1932 Summer Olympics - Individual Eventing,1,Charles Pahud de Mortanges,2563,13,71
7844,URS,Diving at the 1976 Summer Olympics - Men's 10 metre platform,3,Vladimir Aleinik,2319,30,719
7845,MEX,Boxing at the 1968 Summer Olympics - Middleweight,3,Agustín Zaragoza,2535,26,288
7846,USA,Athletics at the 1924 Summer Olympics – Men's 400 metre hurdles,1,Morgan Taylor,2437,8,646
7847,USA,Figure Skating at the 1960 Winter Olympics -Women's Singles,3,Barbara Roles,2550,21,61
7848,USA,Figure Skating at the 1960 Winter Olympics -Women's Singles,3,Barbara Roles,2551,21,191
7849,USA,Diving at the 1920 Summer Olympics - Women's 3 metre springboard,1,Aileen Riggin,2611,7,699
7850,RUS,Gymnastics at the 2000 Summer Olympics – Men's Floor Exercises,2,Alexei Nemov,2540,42,511
7851,IRI,Taekwondo at the 2004 Summer Olympics - Men's 80 kg,3,Yossef Karami,2613,44,782
7852,FIN,Alpine skiing at the 2006 Winter Olympics - Women's Giant Slalom,2,Tanja Poutiainen,2466,45,396
7853,USA,Shooting at the 1908 Summer Olympics - Men's double-shot running deer,1,Walter Winans,2548,5,88
7854,BRA,Taekwondo at the 2008 Summer Olympics - Women's +67 kg,3,Natália Falavigna,2618,46,143
7855,SWE,Athletics at the 1948 Summer Olympics – Men's 10 kilometre walk,2,Ingemar Johansson,2579,16,383
7856,FRA,Athletics at the 1948 Summer Olympics – Women's discus throw,1,Micheline Ostermeyer,2335,16,196
7857,JPN,Judo at the 1976 Summer Olympics - Men's Heavyweight  (+93),3,Sumio Endo,2405,30,559
7858,USA,Swimming at the 1972 Summer Olympics - Women's 100 metre backstroke,3,Susan Atwood,2637,27,568
7859,ROU,Shooting at the 1988 Summer Olympics - Men's 50 metre pistol,1,Sorin Babii,2622,36,403
7860,GER,Alpine skiing at the 2010 Winter Olympics – Women's Super Combined,1,Maria Riesch,2552,47,777
7861,NED,Swimming at the 1948 Summer Olympics - Women's 100 metre freestyle,3,Marie-Louise Linssen-Vaessen,2424,16,51
7862,FRA,Biathlon at the 2006 Winter Olympics – Women's sprint,1,Florence Baverel-Robert,2591,45,222
7863,GDR,Swimming at the 1972 Summer Olympics - Men's 4 x 100 metre medley relay,2,Klaus Katzur;Hartmut Flöckner;Roland Matthes;Lutz Unger,2442,27,751
7864,BLR,Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Heavyweight,2,Sergey Lishtvan,2520,40,633
7865,RUS,Gymnastics at the 2012 Summer Olympics- Men's Floor Exercises,3,Denis Ablyazin,2467,48,511
7866,GEO,Wrestling at the 2012 Summer Olympics – Men's freestyle 55 kg,2,Vladimer Khinchegashvili,2470,48,66
7867,GER,Swimming at the 1996 Summer Olympics - Men's 4 x 200 metre freestyle relay,3,Aimo Heilmann,2608,40,144
7868,USA,Wrestling at the 1908 Summer Olympics - Men's freestyle bantamweight,1,George Mehnert,2528,5,381
7869,GER,Speed Skating at the 2006 Winter Olympics - Women's 1000m,3,Anni Friesinger,2462,45,300
7870,GER,Speed Skating at the 2006 Winter Olympics - Women's 1000m,3,Anni Friesinger,2463,45,778
7871,LTU,Sailing at the 2008 Summer Olympics - Women's Laser Radial class,2,Gintar? Scheidt,2515,46,399
7872,GDR,Athletics at the 1976 Summer Olympics - Men's Discus Throw,2,Wolfgang Schmidt,2498,30,60
7873,WGE,Judo at the 1976 Summer Olympics - Men's Heavyweight  (+93),2,G Neureuther,2405,30,559
7874,NED,Speed Skating at the 1998 Winter Olympics - Men's 1500m,3,Rintje Ritsma,2402,41,359
7875,USA,Curling at the 2006 Winter Olympics - Men's Tournament,3,Joe Polo;Pete Fenson;Scott Baird;John Shuster;Shawn Rojeski,2492,45,688
7876,CHN,Archery at the 2012 Summer Olympics – Men's individual,3,Dai Xiaoxiang,2368,48,651
7877,USA,Athletics at the 1924 Summer Olympics – Men's 4x400 metre relay,1,Commodore Cochran,2477,8,650
7878,CUB,Athletics at the 2004 Summer Olympics - Women's shot put,1,Yumileidi Cumbá,2320,44,554
7879,IND,Shooting at the 2012 Summer Olympics - Men's 25 metre rapid fire pistol,2,Vijay Kumar,2343,48,509
7880,URS,Wrestling at the 1988 Summer Olympics - Men's Freestyle Featherweight,2,Stepan Sarkisyan,2516,36,369
7881,WGE,Equestrian at the 1972 Summer Olympics - Dressage; Individual,3,Josef Neckermann,2484,27,232
7882,CAN,Cycling at the 1984 Summer Olympics - Men's individual road race,2,Steve Bauer,2316,33,149
7883,EUA,Judo at the 1964 Summer Olympics - Open Category,3,Klaus Glahn,2381,24,201
7884,PER,Volleyball at the 1996 Summer Olympics - Women's volleyball,,Marjorie Vilchez;Luren Baylon;Milagros Camere;Sara Joya;Yolanda Delgado;Sandra Rodríguez;Milagros Moy;Paola Ramos;Leyla Chihuán;Milagros Contreras;Iris Falcón;Yulissa Zamudio,2604,40,103
7885,NED,Volleyball at the 1996 Summer Olympics - Women's volleyball,,Marrit Leenstra;Ingrid Visser;Irena Machovcak;Henriëtte Weersing;Cintha Boersma;Saskia van Hintum;Elles Leferink;Riëtte Fledderus;Erna Brinkman;Jerine Fleurke;Claudia van Thiel;Marjolein de Jong,2604,40,103
7886,AUT,Snowboarding at the 2010 Winter Olympics – Women's parallel giant slalom,3,Marion Kreiner,2636,47,239
7887,FRA,Archery at the 1908 Summer Olympics - Men's Continental style,3,Gustave Cabaret,2337,5,490
7888,FRA,Weightlifting at the 1932 Summer Olympics - Men's Light Heavyweight 75-82.5 kg,1,Louis Hostin,2493,13,739
7889,SWE,Cross-Country Skiing at the 1964 Winter Olympics - Men's 15km,3,Sixten Jernberg,2350,23,301
7890,HUN,Swimming at the 1980 Summer Olympics - Men's 400 metre individual medley,3,Zoltán Verrasztó,2510,32,46
7891,NED,Speed skating at the 2010 Winter Olympics – Men's team pursuit,3,Sven Kramer;Mark Tuitert;Simon Kuipers;Jan Blokhuijsen,2640,47,246
7892,CAN,Sailing at the 1988 Summer Olympics - Finn class,,Lawrence Lemieux,2352,36,551
7893,HUN,Swimming at the 1988 Summer Olympics - Women's 100 metre backstroke,2,Krisztina Egerszegi,2601,36,568
7894,WGE,Cycling at the 1988 Summer Olympics - Men's individual road race,2,Bernd Gröne,2439,36,149
7895,NOR,Nordic Combined at the 1952 Winter Olympics - Individual,1,Simon Slåttvik,2547,19,136
7896,WGE,Speed Skating at the 1972 Winter Olympics - Men's 500m,1,Erhard Keller,2570,28,219
7897,WGE,Speed Skating at the 1972 Winter Olympics - Men's 500m,1,Erhard Keller,2571,28,769
7898,IRI,Wrestling at the 2012 Summer Olympics – Men's freestyle 84 kg,3,Ehsan Naser Lashgari,2469,48,92
7899,CUB,Judo at the 2008 Summer Olympics - Women's 70 kg,2,Anaysi Hernández,2514,46,589
7900,GBR,Athletics at the 2012 Summer Olympics – Men's 5000 metres,1,Mohamed Farah,2366,48,505
7901,CHN,Gymnastics at the 2012 Summer Olympics- Men's Floor Exercises,1,Zou Kai,2467,48,511
7902,GBR,Athletics at the 2000 Summer Olympics - Women's heptathlon,1,Denise Lewis,2609,42,248
7903,NED,Judo at the 2008 Summer Olympics - Women's 70 kg,3,Edith Bosch,2514,46,589
7904,GER,Alpine Skiing at the 1952 Winter Olympics - Women's Slalom,3,Annemarie Buchner,2410,19,733
7905,ITA,Gymnastics at the 1932 Summer Olympics - Men's Floor Exercises,3,Mario Lertora,2602,13,511
7906,POL,Athletics at the 1996 Summer Olympics - Men's high jump,2,Artur Partyka,2360,40,166
7907,PRK,Weightlifting at the 2008 Summer Olympics - Women's 63 kg,1,Pak Hyon Suk,2513,46,764
7908,IRI,Wrestling at the 1952 Summer Olympics - Men's Freestyle Flyweight,3,Mahmoud Mollaghassemi,2401,18,675
7909,BUL,Wrestling at the 1988 Summer Olympics - Men's Freestyle Featherweight,3,Simeon Shterev,2516,36,369
7910,CHN,Gymnastics at the 1992 Summer Olympics – Men's Floor Exercises,1,Li Xiaoshuang,2633,37,511
7911,AUS,Swimming at the 1984 Summer Olympics - Men's 100 metre freestyle,2,Mark Stockwell,2378,33,698
7912,BUL,Short Track Speed Skating at the 2006 Winter Olympics – Women's 500m,2,Evgenia Radanova,2339,45,294
7913,USA,Athletics at the 1984 Summer Olympics - Women's 200 metres,2,Florence Griffith-Joyner,2624,33,716
7914,KEN,Athletics at the 2000 Summer Olympics - Men's 3000 metre steeplechase,2,Wilson Boit Kipketer,2472,42,510
7915,CAN,Speed skating at the 2010 Winter Olympics – Men's team pursuit,1,Denny Morrison;Lucas Makowsky;Mathieu Giroux,2640,47,246
7916,URS,Shooting at the 1988 Summer Olympics - Women's 10 metre air rifle,1,Irina Shilova,2435,36,330
7917,NED,Cycling at the 2000 Summer Olympics - Women's Points Race,2,Leontien van Moorsel,2545,42,41
7918,CHN,Diving at the 2004 Summer Olympics - Men's 10 metre platform,3,Tian Liang,2509,44,719
7919,CHN,Short Track Speed Skating at the 2006 Winter Olympics – Women's 500m,1,Wang Meng,2339,45,294
7920,USA,Equestrian at the 2008 Summer Olympics - Team jumping,1,McLain Ward;Beezie Madden;Will Simpson;Laura Kraut,2621,46,667
7921,GER,Luge at the 1992 Winter Olympics - Women's Singles,3,Susi Erdmann,2558,38,61
7922,GER,Luge at the 1992 Winter Olympics - Women's Singles,3,Susi Erdmann,2559,38,191
7923,NGR,Athletics at the 1996 Summer Olympics - Women's Long Jump,1,Chioma Ajunwa,2511,40,128
7924,SWE,Swimming at the 1984 Summer Olympics - Men's 100 metre freestyle,3,Per Johansson,2378,33,698
7925,BUL,Wrestling at the 1976 Summer Olympics - Men's Greco-Roman Heavyweight,2,Kamen Goranov,2627,30,633
7926,JPN,Gymnastics at the 1952 Summer Olympics - Men's Floor Exercises,2,Tadao Uesako,2396,18,511
7927,SWE,Equestrian at the 1920 Summer Olympics - Individual eventing,2,Åge Lundström,2322,7,71
7928,POL,Weightlifting at the 1980 Summer Olympics - Men's Featherweight 56-60 kg,3,Marek Seweryn,2532,32,575
7929,HUN,Wrestling at the 1952 Summer Olympics - Men's Greco-Roman Bantamweight,1,Imre Hódos,2562,18,454
7930,ITA,Fencing at the 1952 Summer Olympics - Men's Foil; Individual,2,Edoardo Mangiarotti,2556,18,96
7931,HUN,Boxing at the 1960 Summer Olympics - Flyweight,1,Gyula Török,2328,22,451
7932,USA,Diving at the 1952 Summer Olympics - Women's 3 metre springboard,3,Zoe Ann Olsen-Jensen,2584,18,699
7933,GBR,Sailing at the 2012 Summer Olympics – Men's 470 class,2,Stuart Bithell;Luke Patience,2390,48,664
7934,IRI,Wrestling at the 2012 Summer Olympics – Men's freestyle 120 kg,3,Komeil Ghasemi,2392,48,779
7935,MGL,Judo at the 2012 Summer Olympics – Men's 73 kg,3,Sainjargalyn Nyam-Ochir,2471,48,602
7936,GBR,Athletics at the 2012 Summer Olympics – Men's high jump,3,Robert Grabarz,2388,48,166
7937,CAN,Equestrian at the 2008 Summer Olympics - Team jumping,2,Eric Lamaze;Gill Henselwood;Ian Millar;Mac Cone,2621,46,667
7938,USA,Wrestling at the 1972 Summer Olympics - Men's Freestyle Welterweight,1,Wayne Wells,2524,27,172
7939,CHN,Tennis at the 2004 Summer Olympics - Women's Doubles,1,Sun Tiantian;Li Ting,2432,44,100
7940,EST,Wrestling at the 2012 Summer Olympics – Men's Greco-Roman 120 kg,2,Heiki Nabi,2468,48,258
7941,RUS,Wrestling at the 2012 Summer Olympics – Men's freestyle 55 kg,1,Dzhamal Otarsultanov,2470,48,66
7942,NED,Speed Skating at the 2006 Winter Olympics - Women's 1000m,1,Marianne Timmer,2462,45,300
7943,NED,Speed Skating at the 2006 Winter Olympics - Women's 1000m,1,Marianne Timmer,2463,45,778
7944,URS,Wrestling at the 1972 Summer Olympics - Men's Greco-Roman Middleweight,2,Anatoly Pisarenko,2481,27,458
7945,SVK,Swimming at the 2000 Summer Olympics - Women's 100 metre butterfly,2,Martina Moravcová,2585,42,335
7946,AUT,Figure Skating at the 1968 Winter Olympics -Men's Singles,1,Wolfgang Schwarz,2404,25,567
7947,RUS,Luge at the 2006 Winter Olympics - Men's Singles,2,Albert Demtschenko,2615,45,111
7948,WGE,Equestrian at the 1972 Summer Olympics - Dressage; Individual,1,Liselott Linsenhoff,2484,27,232
7949,WGE,Rowing at the 1984 Summer Olympics - Men's Single Sculls,2,Peter-Michael Kolbe,2632,33,2
7950,ITA,Cycling at the 2000 Summer Olympics - Women's Points Race,1,Antonella Bellutti,2545,42,41
7951,AUT,Swimming at the 1900 Summer Olympics - Men's 200 metre freestyle,3,Karl Ruberl,2582,2,236
7952,NGR,Boxing at the 1992 Summer Olympics - Super Heavyweight,2,Richard Igbineghu,2573,37,63
7953,EUA,Swimming at the 1960 Summer Olympics – Women's 200 metre breaststroke,3,Barbara Göbel,2574,22,95
7954,POR,Athletics at the 1996 Summer Olympics - Women's 10000 metres,1,Fernanda Ribeiro,2512,40,247
7955,BEL,Equestrian at the 1920 Summer Olympics - Individual vaulting,3,Louis Finet,2440,7,211
7956,USA,Sailing at the 2008 Summer Olympics - Women's Laser Radial class,1,Anna Tunnicliffe,2515,46,399
7957,WGE,Cycling at the 1988 Summer Olympics - Men's individual road race,3,Christian Henn,2439,36,149
7958,CAN,Speed Skating at the 1932 Winter Olympics - Men's 5000m,3,Willy Logan,2521,12,583
7959,NOR,Athletics at the 1908 Summer Olympics - Men's freestyle javelin,3,Arne Halse,2427,5,181
7960,GDR,Athletics at the 1976 Summer Olympics - Women's Discus Throw,3,Gabriele Hinzmann,2413,30,196
7961,ETH,Athletics at the 1996 Summer Olympics - Women's 10000 metres,3,Gete Wami,2512,40,247
7962,POL,Biathlon at the 2006 Winter Olympics – Men's mass start,2,Tomasz Sikora,2529,45,362
7963,USA,Athletics at the 2012 Summer Olympics - Men's 4x400 metre relay,2,Tony McQuay;Bryshon Nellum;Joshua Mance;Manteo Mitchell,2341,48,650
7964,USA,Athletics at the 1996 Summer Olympics - Women's Long Jump,3,Jackie Joyner-Kersee,2511,40,128
7965,USA,Gymnastics at the 1904 Summer Olympics - Men's Vault,1,Anton Heida,2313,3,654
7966,NED,Swimming at the 1952 Summer Olympics - Women's 100 metre freestyle,2,Hannie Termeulen,2497,18,51
7967,USA,Tennis at the 1996 Summer Olympics - Men's Singles,1,Andre Agassi,2430,40,766
7968,FIN,Athletics at the 1936 Summer Olympics - Men's 10000 metres,2,Arvo Askola,2534,14,251
7969,CHN,Speed Skating at the 2006 Winter Olympics - Women's 500m,2,Wang Manli,2583,45,69
7970,SWE,Athletics at the 1972 Summer Olympics - Men's Discus Throw,3,Rickard Bruch,2541,27,60
7971,ROU,Athletics at the 1992 Summer Olympics - Women's high jump,2,Alina Astafei,2506,37,231
7972,BUL,Wrestling at the 1956 Summer Olympics - Men's Greco-Roman Light Heavyweight,2,Petko Atanasov Sirakov,2530,20,355
7973,HUN,Athletics at the 1952 Summer Olympics - Men's Hammer Throw,1,József Csermák,2596,18,637
7974,USA,Athletics at the 1928 Summer Olympics - Men's hammer throw,3,Edmund Black,2628,11,637
7975,USA,Speed Skating at the 1972 Winter Olympics - Women's 1500m,1,Dianne Holum,2414,28,192
7976,USA,Speed Skating at the 1972 Winter Olympics - Women's 1500m,1,Dianne Holum,2415,28,279
7977,GDR,Fencing at the 1988 Summer Olympics - Men's Foil; Individual,2,Udo Wagner,2483,36,96
7978,POL,Fencing at the 1964 Summer Olympics - Men's Foil; Individual,1,Egon Franke,2383,24,96
7979,CHI,Boxing at the 1956 Summer Olympics - Middleweight,2,Ramon Tapia,2395,20,288
7980,CAN,Swimming at the 1972 Summer Olympics - Men's 4 x 100 metre medley relay,3,Bruce Robertson;Robert Kasting;Erik Fish;William Mahony,2442,27,751
7981,UZB,Wrestling at the 2012 Summer Olympics – Men's freestyle 120 kg,1,Artur Taymazov,2392,48,779
7982,ETH,Athletics at the 2012 Summer Olympics – Men's 5000 metres,2,Dejen Gebremeskel,2366,48,505
7983,TUR,Athletics at the 2012 Summer Olympics – Women's 1500 metres,1,Asl? Çak?r,2311,48,159
7984,JPN,Archery at the 2012 Summer Olympics – Men's individual,2,Takaharu Furukawa,2368,48,651
7985,ITA,Luge at the 2006 Winter Olympics - Men's Singles,1,Armin Zöggeler,2615,45,111
7986,USA,Swimming at the 1968 Summer Olympics – Men's 200 metre backstroke,2,Mitchell Ivey,2409,26,319
7987,URS,Boxing at the 1980 Summer Olympics - Light Welterweight,2,Serik Konakbayev,2330,32,171
7988,SWE,Athletics at the 1948 Summer Olympics – Men's 3000 metre steeplechase,2,Erik Elmsäter,2505,16,510
7989,SWE,Athletics at the 1928 Summer Olympics - Men's 10000 metres,3,Edvin Wide,2630,11,251
7990,JPN,Swimming at the 1960 Summer Olympics – Women's 100 metre backstroke,3,Satoko Tanaka,2575,22,568
7991,TUR,Taekwondo at the 2004 Summer Olympics - Men's 80 kg,2,Bahri Tanr?kulu,2613,44,782
7992,NOR,Cross-country skiing at the 2010 Winter Olympics – Women's sprint,1,Marit Bjørgen,2408,47,529
7993,SIN,Table tennis at the 2012 Summer Olympics – Women's singles,3,Feng Tianwei,2590,48,238
7994,URS,Speed Skating at the 1964 Winter Olympics -Women's 1000m,1,Lidia Skoblikova,2411,23,300
7995,URS,Speed Skating at the 1964 Winter Olympics -Women's 1000m,1,Lidia Skoblikova,2412,23,778
7996,FRA,Alpine Skiing at the 1984 Winter Olympics - Women's Giant Slalom,3,Perrine Pelen,2354,34,396
7997,URS,Athletics at the 1964 Summer Olympics - Women's high jump,3,Taisa Chenchyk,2448,24,231
7998,USA,Swimming at the 1960 Summer Olympics – Women's 100 metre backstroke,1,Lynn Burke,2575,22,568
7999,HUN,Tennis at the 1896 Summer Olympics - Men's singles,3,Momcsilló Tapavicza,2426,1,766
8000,RSA,Athletics at the 1912 Summer Olympics - Men's marathon,2,Christian Gitsham,2588,6,661
8001,UKR,Swimming at the 2000 Summer Olympics - Women's 200 metre Individual Medley,1,Yana Klochkova,2508,42,98
8002,BLR,Weightlifting at the 2000 Summer Olympics - Men's Featherweight 56-62 kg,3,Gennady Oleshchuk,2488,42,342
8003,GBR,Athletics at the 1964 Summer Olympics - Women's Pentathlon,2,Mary Rand,2577,24,658
8004,SUR,Swimming at the 1988 Summer Olympics - Men's 100 metre butterfly,1,Anthony Nesty,2434,36,652
8005,USA,Swimming at the 1960 Summer Olympics – Women's 400 metre freestyle,1,Chris von Saltza,2447,22,649
8006,URS,Swimming at the 1980 Summer Olympics - Men's 200 metre breaststroke,1,Robertas Žulpa,2612,32,4
8007,URS,Weightlifting at the 1960 Summer Olympics - Men's Featherweight 56-60 kg,1,Yevgeni Minaev,2329,22,575
8008,AUS,Shooting at the 2000 Summer Olympics - Men's Double Trap,2,Russell Mark,2523,42,127
8009,GBR,Boxing at the 1968 Summer Olympics - Middleweight,1,Chris Finnegan,2535,26,288
8010,POL,Gymnastics at the 1952 Summer Olympics - Men's Floor Exercises,2,Jerzy Jokiel,2396,18,511
8011,USA,Diving at the 1960 Summer Olympics - Men's 10 metre platform,2,Gary Tobian,2361,22,719
8012,URS,Swimming at the 1980 Summer Olympics - Men's 200 metre breaststroke,3,Arsen Miskarov,2612,32,4
8013,GBR,Swimming at the 1972 Summer Olympics - Men's 200 metre breaststroke,2,David Wilkie,2451,27,4
8014,TCH,Gymnastics at the 1956 Summer Olympics – Women's balance beam,2,Eva Bosáková,2406,20,707
8015,GBR,Wrestling at the 1908 Summer Olympics - Men's freestyle bantamweight,2,William Press,2528,5,381
8016,ITA,Cross-country skiing at the 2010 Winter Olympics – Men's 15 kilometre freestyle,2,Pietro Piller Cottrer,2576,47,301
8017,SVK,Biathlon at the 2010 Winter Olympics – Women's pursuit,2,Anastasiya Kuzmina,2499,47,735
8018,CHN,Short Track Speed Skating at the 1998 Winter Olympics - Men's 500m,2,Yulong An,2566,41,219
8019,CHN,Short Track Speed Skating at the 1998 Winter Olympics - Men's 500m,2,Yulong An,2567,41,769
8020,USA,Athletics at the 1996 Summer Olympics - Men's long jump,3,Joe Greene,2357,40,761
8021,HUN,Wrestling at the 1968 Summer Olympics - Men's Greco-Roman Welterweight,3,Karoly Bajko,2398,26,483
8022,USA,Diving at the 1936 Summer Olympics - Men's 10 metre platform,1,Marshall Wayne,2379,14,719
8023,FRA,Fencing at the 1900 Summer Olympics - Men's masters foil,3,Jean-Baptiste Mimiague,2458,2,373
8024,GRE,Athletics at the 1908 Summer Olympics - Men's freestyle javelin,2,Michalis Dorizas,2427,5,181
8025,USA,Athletics at the 1920 Summer Olympics - Men's 110 metre hurdles,3,Frederick Murray,2586,7,38
8026,BLR,Freestyle Skiing at the 2002 Winter Olympics - Men's Aeriels,3,Alexei Grichin,2351,43,448
8027,RUS,Athletics at the 2004 Summer Olympics - Women's shot put,3,Svetlana Krivelyova,2320,44,554
8028,USA,Taekwondo at the 2004 Summer Olympics - Men's 80 kg,1,Steven López,2613,44,782
8029,FIN,Athletics at the 1928 Summer Olympics - Men's 10000 metres,2,Ville Ritola,2630,11,251
8030,USA,Weightlifting at the 1960 Summer Olympics - Men's Featherweight 56-60 kg,2,Isaac Berger,2329,22,575
8031,SWE,Equestrian at the 1920 Summer Olympics - Individual eventing,1,Helmer Mörner,2322,7,71
8032,USA,Diving at the 1948 Summer Olympics - Women's 10 metre platform,2,Patricia Anne Elsener,2358,16,305
8033,USA,Speed skating at the 2010 Winter Olympics – Men's team pursuit,2,Jonathan Kuck;Trevor Marsicano;Brian Hansen;Chad Hedrick,2640,47,246
8034,ROU,Gymnastics at the 1984 Summer Olympics – Women's balance beam,1,Ecaterina Szabo,2418,33,707
8035,FRA,Cycling at the 1928 Summer Olympics - Men's Sprint,1,Roger Beaufrand,2416,11,264
8036,GBR,Shooting at the 1908 Summer Olympics - Men's stationary target small-bore rifle,3,George Barnes,2385,5,552
8037,HUN,Athletics at the 1908 Summer Olympics - Men's high jump,2,István Somodi,2372,5,166
8038,CHN,Speed Skating at the 2006 Winter Olympics - Women's 500m,3,Ren Hui,2583,45,69
8039,IRL,Athletics at the 1928 Summer Olympics - Men's hammer throw,1,Pat O'Callaghan,2628,11,637
8040,TCH,Athletics at the 1980 Summer Olympics - Women's 400 metres,2,Jarmila Kratochvílová,2433,32,563
8041,RUS,Volleyball at the 1996 Summer Olympics - Women's volleyball,,Elizaveta Tichtchenko;Elena Godina;Lioubov Chachkova;Tatyana Menshova;Valentina Ogienko;Evgenya Artamonova;Irina Smirnova-Ilchenko;Natalya Morozova;Marina Nikulina;Yulia Timonova;Tatyana Gracheva;Elena Tyurina,2604,40,103
8042,ITA,Fencing at the 1964 Summer Olympics - Women's Foil; Individual,3,Antonella Ragno-Lonzi,2382,24,65
8043,USA,Athletics at the 2004 Summer Olympics - Men's Pole Vault,2,Toby Stevenson,2522,44,587
8044,URS,Wrestling at the 1964 summer Olympics - Men's Greco-Roman Heavyweight,2,Anatoli Roshchin,2487,24,223
8045,ITA,Wrestling at the 1932 Summer Olympics - Greco-Roman Welterweight,3,Ercole Gallegati,2347,13,401
8046,SUI,Athletics at the 1948 Summer Olympics – Men's 10 kilometre walk,3,Fritz Schwab,2579,16,383
8047,USA,Athletics at the 1992 Summer Olympics - Women's 400 metres hurdles,2,Sandra Farmer-Patrick,2377,37,693
8048,USA,Swimming at the 1968 Summer Olympics – Men's 200 metre backstroke,3,Jack Horsley,2409,26,319
8049,AUS,Swimming at the 1972 Summer Olympics - Women's 200 metre individual medley,1,Shane Gould,2443,27,98
8050,IRI,Weightlifting at the 1968 summer Olympics - Men's Lightweight 60-67.5 kg,2,Parviz Jalayer,2536,26,389
8051,GER,Athletics at the 2000 Summer Olympics – Men's discus throw,2,Lars Riedel,2504,42,60
8052,GDR,Swimming at the 1968 Summer Olympics – Men's 200 metre backstroke,1,Roland Matthes,2409,26,319
8053,NZL,Cycling at the 1992 Summer Olympics - Men's Individual Pursuit,3,Gary Anderson,2595,37,190
8054,GER,Judo at the 2008 Summer Olympics - Men's Half Middleweight  (81 kg),1,Ole Bischof,2626,46,64
8055,KOR,Speed skating at the 2010 Winter Olympics – Men's 1000 metres,2,Tae-Bum Mo,2445,47,292
