teamID,iocCode,name,rank,team,eventID,gameID,disciplineID
2824,CZE,Cycling at the 2000 Summer Olympics - Men's cross-country,,Radim Ko?ínek,836,42,3
2825,SUI,Athletics at the 1988 Summer Olympics - Men's shot put,3,Werner Günthör,938,36,660
2826,AUS,Taekwondo at the 2000 Summer Olympics - Women's 49 kg,1,Lauren Burns,847,42,754
2827,GRE,Sailing at the 1996 Summer Olympics - Men's Sailboard,1,Nikolaos Kaklamanakis,765,40,303
2828,NED,Speed skating at the 2010 Winter Olympics – Women's 1500 metres,1,Ireen Wüst,859,47,192
2829,NED,Speed skating at the 2010 Winter Olympics – Women's 1500 metres,1,Ireen Wüst,860,47,279
2830,GER,Figure skating at the 2010 Winter Olympics – Pair skating,3,Robin Szolkowy;Aljona Sawtschenko,822,47,480
2831,USA,Diving at the 2012 Summer Olympics – Men's synchronized 3 metre springboard,3,Kristian Ipsen;Troy Dumais,686,48,611
2832,CHN,Athletics at the 2012 Summer Olympics – Women's shot put,3,Gong Lijiao,987,48,554
2833,USA,Gymnastics at the 1904 Summer Olympics - Men's rings,2,William Merz,952,3,58
2834,USA,Boxing at the 2004 Summer Olympics - Middleweight,3,Andre Dirrell,893,44,644
2835,USA,Athletics at the 1920 Summer Olympics - Men's 400 metre hurdles,2,John Norton,887,7,646
2836,URS,Wrestling at the 1988 Summer Olympics - Men's Freestyle Lightweight,1,Arsen Fadzayev,812,36,218
2837,AUS,Triathlon at the 2004 Summer Olympics - Women's Triathlon,2,Loretta Harrop,681,44,638
2838,CRC,Cycling at the 2000 Summer Olympics - Men's cross-country,,José Adrian Bonilla,836,42,3
2839,EUA,Gymnastics at the 1956 Summer Olympics – Men's vault,1,Helmut Bantz,698,20,654
2840,TUR,Wrestling at the 1988 Summer Olympics - Men's freestyle Middleweight,2,Necmi Gencalp,846,36,745
2841,GER,Equestrian at the 2012 Summer Olympics - Team dressage,2,Helen Langehanenberg;Dorothee Schneider;Kristina Sprehe,735,48,712
2842,URS,Gymnastics at the 1972 Summer Olympics – Men's pommel horse,1,Viktor Klimenko,742,27,306
2843,AUT,Alpine skiing at the 1948 Winter Olympics - Women's combined,3,Erika Mahringer,829,17,449
2844,PRK,Boxing at the 1976 Summer Olympics - Light Flyweight,2,Li Byong-Uk,986,30,762
2845,USA,Wrestling at the 1988 Summer Olympics - Men's Freestyle Lightweight,3,Nathaniel Carr,812,36,218
2846,BEL,Equestrian at the 1900 Summer Olympics - Long jump,1,Constant van Langhendonck,929,2,502
2847,FIN,Archery at the 1980 Summer Olympics - Women's Individual,3,Päivi Meriluoto,983,32,487
2848,NOR,Cross-Country Skiing at the 1994 Winter Olympics - Men's 30km,2,Bjørn Dæhlie,981,39,593
2849,NOR,Speed Skating at the 1968 Winter Olympics - Men's 5000m,1,Fred Anton Maier,788,25,583
2850,USA,Athletics at the 1996 Summer Olympics - Men's shot put,2,John Godina,664,40,660
2851,GER,Rowing at the 2004 Summer Olympics - Women's Single Sculls,1,Katrin Rutschow-Stomporowski,810,44,124
2852,CHN,Gymnastics at the 2012 Summer Olympics – Men's parallel bars,1,Feng Zhe,924,48,666
2853,GEO,Wrestling at the 2012 Summer Olympics – Men's freestyle 96 kg,3,Georgi Gogshelidze,927,48,24
2854,HUN,Canoeing at the 2012 Summer Olympics – Men's K-2 1000 metres,1,Roland Kökény;Rudolf Dombi,734,48,690
2855,RUS,Athletics at the 2000 Summer Olympics Triple Jump Women,2,Tatyana Lebedeva,863,42,708
2856,URS,Judo at the 1972 Summer Olympics - Open Category,2,Vitaly Kuznetsov,754,27,201
2857,ITA,Cycling at the 1996 Summer Olympics - Men's points race,1,Silvio Martinello,781,40,573
2858,CHI,Boxing at the 1956 Summer Olympics - Light Heavyweight,3,Carlos Lucas,748,20,440
2859,KOR,Weightlifting at the 2004 Summer Olympics - Men's Lightweight 62-69 kg,2,Bae Young Lee,842,44,655
2860,FIN,Athletics at the 1972 Summer Olympics - Men's 3000 metre Steeplechase,3,Tapio Kantanen,787,27,510
2861,GER,Swimming at the 1936 Summer Olympics - Men's 200 metre breaststroke,2,Erwin Sietas,918,14,4
2862,ROU,Wrestling at the 1960 Summer Olympics - Greco-Roman Middleweight,3,Ion Taranu,984,22,673
2863,COL,Cycling at the 2000 Summer Olympics - Men's cross-country,,Diego Garavito,836,42,3
2864,USA,Swimming at the 1960 Summer Olympics – Men's 1500 metre freestyle,3,George Breen,703,22,704
2865,USA,Swimming at the 1924 Summer Olympics - Women's 100 metre backstroke,3,Aileen Riggin,832,8,568
2866,CAN,Speed skating at the 2010 Winter Olympics – Women's 1500 metres,2,Kristina Groves,859,47,192
2867,CAN,Speed skating at the 2010 Winter Olympics – Women's 1500 metres,2,Kristina Groves,860,47,279
2868,AUA,Tennis at the 1912 Summer Olympics - Men's Indoor Singles,3,Tony Wilding,958,6,313
2869,FIN,Athletics at the 1920 Summer Olympics - Men's marathon,1,Hannes Kolehmainen,882,7,661
2870,USA,Cycling at the 1904 Summer Olympics - 1 mile,1,Marcus Hurley,837,3,493
2871,URS,Judo at the 1980 Summer Olympics - Men's Half Middleweight (78kg),1,Shota Khabareli,796,32,64
2872,GBR,Swimming at the 1932 Summer Olympics - Women's 100 metre backstroke,3,Elizabeth Davies,673,13,568
2873,CUB,Judo at the 1992 Summer Olympics - Women's Heavyweight,2,Estela Rodríguez,901,37,140
2874,URS,Wrestling at the 1980 Summer Olympics - Men's freestyle Light Flyweight,3,Sergei Kornilaev,848,32,558
2875,ITA,Athletics at the 1960 Summer Olympics - Men's 50km Walk,3,Abdon Pamich,803,22,170
2876,USA,Gymnastics at the 1904 Summer Olympics - Men's rings,3,Emil Voigt,952,3,58
2877,GDR,Athletics at the 1988 Summer Olympics - Men's shot put,1,Ulf Timmermann,938,36,660
2878,USA,Cycling at the 1984 Summer Olympics - Women's individual road race,1,Connie Carpenter-Phinney,880,33,280
2879,RUS,Boxing at the 2000 Summer Olympics Bantamweight,2,Raimkul Malakhbekov,730,42,326
2880,ROU,Swimming at the 2000 Summer Olympics - Women's 100 metre backstroke,1,Diana Mocanu,776,42,568
2881,ROU,Canoeing at the 1964 Summer Olympics - Women's K-1 500 metres,2,Hilde Lauer,728,24,750
2882,URS,Gymnastics at the 1964 Summer Olympics - Men's Floor Exercises,2,Viktor Lisitsky,928,24,511
2883,GDR,Gymnastics at the 1988 Summer Olympics – Women's uneven bars,2,Dagmar Kersten,979,36,257
2884,CHN,Volleyball at the 1992 Summer Olympics - Women's volleyball,,Su Huijuan;Zhou Hong;Su Liqun;Wang Yi;Chen Fengqin;Lai Yawen;Ma Fang;Yue-Ming Li;Wu Dan;Gao Lin;Sun Yue;Guo-Jun Li,774,37,103
2885,CUB,Boxing at the 2012 Summer Olympics – Men's flyweight,1,Robeisy Ramirez Carrazana,988,48,209
2886,IRL,Swimming at the 1996 Summer Olympics - Women's 400 metre Individual Medley,1,Michelle Smith,689,40,613
2887,AUS,Diving at the 2004 Summer Olympics - Men's synchronized 3 metre springboard,3,Steven Barnett;Robert Newbery,841,44,611
2888,DEN,Cycling at the 1928 Summer Olympics - Men's 1000m Time Trial,1,Willy Hansen,795,11,520
2889,ITA,Boxing at the 1948 Summer Olympics - Bantamweight,2,Gianbattista Zuddas,672,16,326
2890,GDR,Athletics at the 1976 Summer Olympics - Women's 1500 metres,2,Gunhild Hoffmeister,975,30,159
2891,BEL,Archery at the 1920 Summer Olympics - Individual fixed large bird,2,Louis Van de Perck,881,7,226
2892,SWE,Wrestling at the 1928 Summer Olympics - Men's Freestyle Heavyweight,1,Johan Richthoff,737,11,619
2893,URS,Canoeing at the 1980 Summer Olympics - Women's K-1 500 metres,3,Antonina Melnikova,834,32,750
2894,FIN,Wrestling at the 1988 Summer Olympics - Men's Greco-Roman Lightweight,3,Tapio Sipilä,844,36,455
2895,UKR,Boxing at the 2000 Summer Olympics - Light Heavyweight,3,Andriy Fedchuk,760,42,440
2896,USA,Cycling at the 1984 Summer Olympics - Women's individual road race,2,Rebecca Twigg,880,33,280
2897,AUS,Triathlon at the 2000 Summer Olympics - Women's Triathlon,2,Michellie Jones,729,42,638
2898,USA,Athletics at the 1912 Summer Olympics - Men's high jump,1,Alma Richards,780,6,166
2899,USA,Wrestling at the 1904 Summer Olympics - Men's freestyle featherweight,3,Charles Clapper,951,3,467
2900,ITA,Weightlifting at the 1972 Summer Olympics -Men's Middleweight 67.5-75 kg,3,Anselmo Silvino,762,27,202
2901,RSA,Boxing at the 1948 Summer Olympics - Flyweight,3,Han Soo-Ann,912,16,451
2902,USA,Swimming at the 1936 Summer Olympics - Men's 400 metre freestyle,1,Jack Medica,764,14,6
2903,USA,Athletics at the 1988 Summer Olympics - Men's shot put,2,Randy Barnes,938,36,660
2904,WGE,Weightlifting at the 1988 Summer Olympics - Men's First Heavyweight 90-100 kg,3,Peter Immesberger,732,36,477
2905,GER,Cycling at the 2000 Summer Olympics - Men's cross-country,,Carsten Bresser,836,42,3
2906,AUS,Cycling at the 2000 Summer Olympics - Men's cross-country,,Cadel Evans,836,42,3
2907,URS,Athletics at the 1952 Summer Olympics - Women's Shot Put,1,Galina Zybina,798,18,554
2908,FRA,Snowboarding at the 2002 Winter Olympics – Women's parallel giant slalom,2,Karine Ruby,964,43,239
2909,JPN,Wrestling at the 1964 summer Olympics - Men's Greco-Roman Flyweight,1,Tsutomu Hanahara,763,24,741
2910,USA,Shooting at the 1964 summer Olympics - Trap,3,William Morris,739,24,22
2911,BUL,Shooting at the 1992 Summer Olympics - Women's 10 metre air rifle,2,Vesela Lecheva,845,37,330
2912,GER,Weightlifting at the 1936 Summer Olympics - Men's Heavyweight  +82.5 kg,1,Josef Manger,804,14,48
2913,GER,Athletics at the 1936 Summer Olympics – Women's javelin throw,1,Tilly Fleischer,894,14,229
2914,CUB,Athletics at the 2008 Summer Olympics - Men's long jump,3,Ibrahim Camejo,816,46,761
2915,USA,Diving at the 1988 Summer Olympics - Men's 3 metre springboard,1,Greg Louganis,778,36,710
2916,USA,Swimming at the 2008 Summer Olympics - Women's 100 metre backstroke,3,Margaret Hoelzer,942,46,568
2917,AUT,Judo at the 2004 Summer Olympics - Women's 63 kg,2,Claudia Heill,693,44,262
2918,KAZ,Boxing at the 2004 Summer Olympics - Middleweight,2,Gennadiy Golovkin,893,44,644
2919,USA,Boxing at the 1972 Summer Olympics - Welterweight,3,Jesse Valdez,744,27,548
2920,AUS,Cycling at the 2000 Summer Olympics - Men's cross-country,,Rob Woods,836,42,3
2921,JPN,Wrestling at the 1968 Summer Olympics - Men's freestyle flyweight,1,Shigeo Nakata,919,26,675
2922,USA,Athletics at the 1904 Summer Olympics - Men's hammer throw,1,John Jesus Flanagan,972,3,637
2923,FIN,Athletics at the 1924 Summer Olympics – Men's 1500 metres,1,Paavo Nurmi,770,8,311
2924,GER,Equestrian at the 1912 Summer Olympics - Jumping; Individual,2,Rabod von Kröcher,723,6,210
2925,FRA,Cycling at the 1956 Summer Olympics - Men's sprint,1,Michel Rousseau,931,20,264
2926,USA,Cycling at the 1904 Summer Olympics - 1/4 mile,3,Teddy Billington,665,3,321
2927,GBR,Athletics at the 1924 Summer Olympics – Men's 200 metres,3,Eric Liddell,914,8,157
2928,NOR,Wrestling at the 1920 Summer Olympics - Men's Greco-Roman Lightweight,3,Frithjof Andersen,944,7,723
2929,NOR,Ski Jumping at the 1964 Winter Olympics - Normal Hill,3,Torgeir Brandtzæg,904,23,566
2930,RSA,Swimming at the 1932 Summer Olympics - Women's 400 metre freestyle,3,Jenny Maakal,671,13,649
2931,USA,Athletics at the 1912 Summer Olympics - Men's standing high jump,2,Benjamin Adams,725,6,14
2932,SWE,Shooting at the 1952 Summer Olympics - Trap,3,Hans Liljedahl,786,18,22
2933,USA,Weightlifting at the 1948 Summer Olympics - Men's Heavyweight  +82.5 kg,2,Norbert Schemansky,910,16,48
2934,SUI,Gymnastics at the 1936 Summer Olympics - Men's pommel horse,2,Eugen Mack,864,14,306
2935,TUR,Wrestling at the 1968 Summer Olympics - Men's Freestyle Light Heavyweight,1,Ahmet Ay?k,683,26,485
2936,FRA,Tennis at the 1912 Summer Olympics - Men's Indoor Singles,1,André Gobert,958,6,313
2937,CHN,Judo at the 1992 Summer Olympics - Women's Heavyweight,1,Zhuang Xiaoyan,901,37,140
2938,ITA,Equestrian at the 1900 Summer Olympics - High jump,1,Giovanni Giorgio Trissino,953,2,421
2939,ITA,Cross Country Skiing at the 1992 Winter Olympics - Women's 30 km freestyle,1,Stefania Belmondo,906,38,537
2940,CHN,Judo at the 2004 Summer Olympics - Women's 48 kg,3,Feng Gao,965,44,195
2941,BEL,Judo at the 1988 Summer Olympics - Men's Half Heavyweight (95kg),3,Robert Van De Walle,685,36,185
2942,NED,Speed Skating at the 1968 Winter Olympics - Men's 5000m,2,Kees Verkerk,788,25,583
2943,NOR,Cycling at the 2000 Summer Olympics - Men's cross-country,,Tom Larsen,836,42,3
2944,BRA,Swimming at the 1984 Summer Olympics - Men's 400 metre individual medley,2,Ricardo Prado,691,33,46
2945,GDR,Swimming at the 1988 Summer Olympics - Women's 800 metre freestyle,2,Astrid Strauß,826,36,656
2946,NED,Judo at the 2004 Summer Olympics - Women's 70 kg,2,Edith Bosch,883,44,589
2947,EUA,Sailing at the 1964 Summer Olympics - Finn,1,Wilhelm Kuhweide,792,24,551
2948,CUB,Judo at the 2004 Summer Olympics - Women's 63 kg,3,Driulis González,693,44,262
2949,USA,Swimming at the 1972 Summer Olympics - Men's 100 metre butterfly,1,Mark Spitz,699,27,652
2950,HUN,Swimming at the 1988 Summer Olympics – Men's 200 metre individual medley,1,Tamás Darnyi,702,36,760
2951,FRA,Tennis at the 2004 Summer Olympics - Women's Singles,2,Amélie Mauresmo,675,44,470
2952,CHN,Weightlifting at the 2008 Summer Olympics - Men's Lightweight 62-69 kg,1,Liao Hui,815,46,655
2953,URS,Shooting at the 1968 Summer Olympics - Men's Skeet,1,Yevgeni Petrov,902,26,164
2954,NZL,Cycling at the 2000 Summer Olympics - Men's cross-country,,Kashi Leuchs,836,42,3
2955,SLO,Cycling at the 2000 Summer Olympics - Men's cross-country,,Primoz Strancar,836,42,3
2956,USA,Diving at the 1960 Summer Olympics - Women's 3 metre springboard,2,Paula Jean Myers-Pope,783,22,699
2957,SWE,Wrestling at the 1936 Summer Olympics - Men's Greco-Roman Light Heavyweight,1,Axel Cadier,898,14,355
2958,AUS,Athletics at the 1956 Summer Olympics - Women's 80m Hurdles,1,Shirley Strickland,775,20,453
2959,UKR,Cycling at the 2000 Summer Olympics - Men's cross-country,,Sergiy Rysenko,836,42,3
2960,TPE,Taekwondo at the 2000 Summer Olympics - Women's 49 kg,3,Chi Shu-Ju,847,42,754
2961,URS,Wrestling at the 1972 Summer Olympics - Men's Freestyle Heavyweight,1,Ivan Yarygin,913,27,114
2962,JPN,Wrestling at the 2004 Summer Olympics - Women's Freestyle Lightweight,1,Saori Yoshida,934,44,640
2963,KAZ,Wrestling at the 1996 Summer Olympics - Men's Greco-Roman Bantamweight,1,Yuriy Melnichenko,854,40,454
2964,SRB,Shooting at the 2012 Summer Olympics - Women's 50 metre rifle; three positions,2,Ivana Maksimovi?,809,48,428
2965,CHN,Shooting at the 2012 Summer Olympics - Women's Skeet,2,Wei Ning,933,48,105
2966,CAN,Figure skating at the 2010 Winter Olympics – Ice dancing,1,Scott Moir;Tessa Virtue,819,47,130
2967,KOR,Cycling at the 2000 Summer Olympics - Men's cross-country,,Woo Kang-Dong,836,42,3
2968,CUB,Boxing at the 1972 Summer Olympics - Welterweight,1,Emilio Correa,744,27,548
2969,URS,Cross Country Skiing at the 1992 Winter Olympics - Women's 30 km freestyle,2,Lyubov Yegorova,906,38,537
2970,NOR,Cross-Country Skiing at the 1992 Winter Olympics - Men's 30km,2,Bjørn Dæhlie,745,38,593
2971,JPN,Weightlifting at the 1984 Summer Olympics - Men's Light Heavyweight 75-82.5kg,3,Ryoji Isaoka,684,33,739
2972,AUS,Swimming at the 1984 Summer Olympics - Women's 200 metre Individual Medley,3,Michelle Pearson,967,33,98
2973,ESP,Basketball at the 2008 Summer Olympics - Men,2,Ricky Rubio,945,46,623
2974,GBR,Athletics at the 2000 Summer Olympics - Men's javelin throw,2,Steve Backley,852,42,603
2975,GBR,Equestrian at the 2012 Summer Olympics - Team dressage,1,Laura Bechtolsheimer;Carl Hester;Charlotte Dujardin,735,48,712
2976,SUI,Figure Skating at the 1948 Winter Olympics - Men's Singles,2,Hans Gerschwiler,799,17,567
2977,NED,Speed Skating at the 2002 Winter Olympics - Men's 5000m,1,Jochem Uytdehaage,985,43,583
2978,SWE,Equestrian at the 1956 Summer Olympics - Dressage; Individual,1,Henri Saint Cyr,978,20,232
2979,AUT,Figure skating at the 1952 Winter Olympics – Men's singles,2,Helmut Seibt,674,19,567
2980,USA,Wrestling  at the 1936 Summer Olympics - Men's Freestyle Bantamweight,2,Aaron Ross Flood,747,14,44
2981,FIN,Wrestling at the 1952 Summer Olympics - Greco-Roman Middleweight,2,Kalervo Rauhala,974,18,673
2982,SUI,Shooting at the 1968 Summer Olympics - Men's 300 metre rifle; three positions,3,Kurt Müller,963,26,242
2983,POL,Athletics at the 1936 Summer Olympics – Women's javelin throw,3,Maria Kwasniewska,894,14,229
2984,CHN,Athletics at the 2004 Summer Olympics - Women's 10;000 metres,1,Huina Xing,935,44,247
2985,THA,Weightlifting at the 2004 Summer Olympics - Women's 53 kg,1,Udomporn Polsak,839,44,508
2986,SLO,Judo at the 2004 Summer Olympics - Women's 63 kg,3,Urska Zolnir,693,44,262
2987,USA,Boxing at the 2000 Summer Olympics Bantamweight,3,Clarence Vinson,730,42,326
2988,CHN,Shooting at the 2000 Summer Olympics - Men's 10 metre running target,3,Zhiyuan Niu,858,42,325
2989,AUS,Diving at the 2000 Summer Olympics - Men's synchronized 3 metre springboard,3,Robert Newbery;Dean Pullar,966,42,611
2990,URS,Diving at the 1968 Summer Olympics - Women's 3 metre springboard,2,Tamara Fedosova-Pogozheva,872,26,699
2991,NOR,Speed Skating at the 1994 Winter Olympics - Men's 10000m,2,Kjell Storelid,740,39,737
2992,ROU,Boxing at the 1956 Summer Olympics - Light Heavyweight,2,Gheorghe Negrea,748,20,440
2993,URS,Athletics at the 1980 Summer Olympics - Women's pentathlon,2,Olga Rukavishnikova,835,32,658
2994,FIN,Athletics at the 1928 Summer Olympics - Men's Marathon,3,Martti Marttelin,871,11,661
2995,JPN,Swimming at the 1936 Summer Olympics - Men's 400 metre freestyle,3,Shozo Makino,764,14,6
2996,JPN,Judo at the 2004 Summer Olympics - Women's 70 kg,1,Masae Ueno,883,44,589
2997,URS,Athletics at the 1972 Summer Olympics - Men's 50 km Walk,2,Veniamin Soldatenko,753,27,170
2998,POL,Athletics at the 2000 Summer Olympics - Men's 50 km walk,1,Robert Korzeniowski,917,42,170
2999,GBR,Athletics at the 1924 Summer Olympics – Men's 1500 metres,3,Henry Stallard,770,8,311
3000,ISR,Sailing at the 1996 Summer Olympics - Men's Sailboard,3,Gal Fridman,765,40,303
3001,RSA,Athletics at the 2008 Summer Olympics - Men's long jump,2,Godfrey Khotso Mokoena,816,46,761
3002,BRA,Judo at the 2008 Summer Olympics – Men's Lightweight 73 kg,3,Leandro Guilheiro,990,46,602
3003,FRA,Shooting at the 1912 Summer Olympics - Men's 300 metre rifle; three positions,1,Paul Colas,950,6,242
3004,GER,Wrestling  at the 1936 Summer Olympics - Men's Freestyle Bantamweight,3,Johannes Herbert,747,14,44
3005,POL,Fencing at the 1972 Summer Olympics - Men's Foil; Individual,1,Witold Woyda,705,27,96
3006,DEN,Boxing at the 1924 Summer Olympics - Men's light heavyweight,2,Thyge Petersen,814,8,439
3007,ITA,Cycling at the 2000 Summer Olympics - Men's cross-country,,Hubert Pallhuber,836,42,3
3008,KEN,Boxing at the 1972 Summer Olympics - Welterweight,3,Richard Murunga,744,27,548
3009,NOR,Cross-Country Skiing at the 1992 Winter Olympics - Men's 30km,1,Vegard Ulvang,745,38,593
3010,MEX,Cycling at the 2000 Summer Olympics - Men's cross-country,,Ziranda Madrigal,836,42,3
3011,KEN,Cycling at the 2000 Summer Olympics - Men's cross-country,,Ken Muhindi,836,42,3
3012,ROU,Swimming at the 2004 Summer Olympics - Women's 200 metre freestyle,1,Camelia Potec,849,44,309
3013,GER,Athletics at the 1952 Summer Olympics - Women's 80m Hurdles,3,Maria Sander,973,18,453
3014,URS,Athletics at the 1952 Summer Olympics - Women's 80m Hurdles,2,Maria Golubnichaya,973,18,453
3015,GDR,Judo at the 1980 Summer Olympics - Men's Half Middleweight (78kg),3,Harald Heinke,796,32,64
3016,POL,Athletics at the 2000 Summer Olympics - Men's 20 km walk,1,Robert Korzeniowski,825,42,648
3017,FRA,Judo at the 2004 Summer Olympics - Women's 48 kg,2,Frédérique Jossinet,965,44,195
3018,BUL,Gymnastics at the 2004 Summer Olympics - Men's rings,2,Jordan Jovtchev,955,44,58
3019,USA,Athletics at the 1936 Summer Olympics – Men's long jump,1,Jesse Owens,921,14,761
3020,SLO,Alpine skiing at the 2010 Winter Olympics – Women's Super-G,2,Tina Maze,711,47,54
3021,RUS,Figure skating at the 2010 Winter Olympics – Ice dancing,3,Maxim Shabalin;Oksana Domnina,819,47,130
3022,AUS,Basketball at the 1996 Summer Olympics – Women’s,3,Jennifer Whittle,670,40,471
3023,ITA,Diving at the 1976 Summer Olympics - Men's 3 metre springboard,2,Giorgio Cagnotto,968,30,710
3024,PAN,Athletics at the 2008 Summer Olympics - Men's long jump,1,Irving Saladino,816,46,761
3025,FRA,Sailing at the 2004 Summer Olympics - Women's sailboard,1,Faustine Merret,961,44,765
3026,URS,Weightlifting at the 1988 Summer Olympics - Men's First Heavyweight 90-100 kg,1,Pavel Kuznetsov,732,36,477
3027,NZL,Boxing at the 1984 Summer Olympics - Light Heavyweight,2,Kevin Barry,679,33,440
3028,USA,Swimming at the 1972 Summer Olympics - Men's 100 metre butterfly,3,Jerry Heidenreich,699,27,652
3029,JPN,Gymnastics at the 1972 Summer Olympics – Men's artistic individual all-around,1,Sawao Kato,708,27,584
3030,USA,Canoeing at the 1964 Summer Olympics - Women's K-1 500 metres,3,Marcia Jones-Smoke,728,24,750
3031,USA,Diving at the 1968 Summer Olympics - Women's 3 metre springboard,3,Keala O'Sullivan,872,26,699
3032,USA,Swimming at the 2000 Summer Olympics - Men's 1500 metre freestyle,3,Chris Thompson,954,42,704
3033,FRA,Snowboarding at the 2006 Winter Olympics – Men's snowboard cross,3,Paul-Henri Delerue,911,45,85
3034,URS,Swimming at the 1988 Summer Olympics - Men's 1500 metre freestyle,1,Vladimir Salnikov,891,36,704
3035,JPN,Judo at the 2004 Summer Olympics - Women's 63 kg,1,Ayumi Tanimoto,693,44,262
3036,TCH,Wrestling at the 1988 Summer Olympics - Men's freestyle Middleweight,3,Jozef Lohyna,846,36,745
3037,RUS,Gymnastics at the 2000 Summer Olympics – Men's pommel horse,3,Alexei Nemov,719,42,306
3038,CAN,Swimming at the 2012 Summer Olympics – Men's 1500 metre freestyle,2,Ryan Cochrane,926,48,704
3039,CAN,Gymnastics at the 2008 Summer Olympics - Men's trampoline,2,Jason Burnett,941,46,237
3040,GER,Swimming at the 1904 Summer Olympics - Men's 100 yard backstroke,3,Georg Zacharias,716,3,297
3041,UTA,Shooting at the 1992 Summer Olympics - Men's 25 metre rapid fire pistol,3,Vladimir Vokhmianin,833,37,509
3042,IRI,Weightlifting at the 1972 Summer Olympics - Men's Bantamweight 52-56 kg,2,Mohammad Nassiri,678,27,550
3043,GRE,Athletics at the 1912 Summer Olympics - Men's standing high jump,3,Konstantinos Tsiklitiras,725,6,14
3044,NOR,Ski Jumping at the 1964 Winter Olympics - Normal Hill,2,Toralf Engan,904,23,566
3045,URS,Cycling at the 1980 Summer Olympics - Men's 1000m Time Trial,2,Aleksandr Panfilov,903,32,520
3046,GER,Athletics at the 1936 Summer Olympics – Women's javelin throw,2,Luise Krüger,894,14,229
3047,ITA,Shooting at the 1968 Summer Olympics - Men's Skeet,2,Romano Garagnani,902,26,164
3048,USA,Athletics at the 1912 Summer Olympics - Men's high jump,3,George Horine,780,6,166
3049,JPN,Judo at the 2004 Summer Olympics - Women's 48 kg,1,Ryoko Tani,965,44,195
3050,THA,Boxing at the 2004 Summer Olympics - Middleweight,3,Suriya Prasathinphimai,893,44,644
3051,TCH,Gymnastics at the 1968 Summer Olympics – Women's artistic individual all-around,1,V?ra ?áslavská,696,26,337
3052,URS,Rowing at the 1972 Summer Olympics - Men's Single Sculls,1,Yuri Malishev,736,27,2
3053,FRA,Archery at the 1900 Summer Olympics - Au Chapelet 50 metres,3,Emile Mercier,688,2,376
3054,FRA,Judo at the 1980 Summer Olympics - Open Category,2,Angelo Parisi,800,32,201
3055,UKR,Boxing at the 2000 Summer Olympics Bantamweight,3,Sergey Danilchenko,730,42,326
3056,RUS,Athletics at the 2000 Summer Olympics - Men's 20 km walk,3,Vladimir Andreyev,825,42,648
3057,GER,Athletics at the 1936 Summer Olympics – Men's 4x100 metre relay,3,Erich Borchmeyer;Erwin Gillmeister;Gerd Hornberger;Wilhelm Leichum,960,14,40
3058,ITA,Figure skating at the 2010 Winter Olympics – Pair skating,,Yannick Kocon;Nicole Della Monica,822,47,480
3059,UKR,Cycling at the 2000 Summer Olympics - Women's Sprint,3,Iryna Yanovych,909,42,781
3060,USA,Athletics at the 1956 Summer Olympics - Men's 110 metre hurdles,3,Joel Shankle,969,20,38
3061,TCH,Gymnastics at the 1924 Summer Olympics – Men's artistic individual all-around,3,Bed?ich Šup?ík,773,8,584
3062,SWE,Wrestling at the 1952 Summer Olympics - Greco-Roman Middleweight,1,Axel Grönberg,974,18,673
3063,MEX,Athletics at the 1996 Summer Olympics - Men's 20 km walk,3,Bernardo Segura,970,40,648
3064,PUR,Boxing at the 1976 Summer Olympics - Light Flyweight,3,Orlando Maldonado,986,30,762
3065,FRA,Wrestling at the 1928 Summer Olympics - Men's Freestyle Heavyweight,3,Edmond Dame,737,11,619
3066,POL,Weightlifting at the 1976 Summer Olympics - Men's Lightweight 60-67.5 kg,3,Kazimierz Czarnecki,908,30,389
3067,AUS,Weightlifting at the 1984 Summer Olympics - Men's Light Heavyweight 75-82.5kg,2,Robert Kabbas,684,33,739
3068,RUS,Gymnastics at the 2004 Summer Olympics - Women's rhythmic individual all-around,2,Irina Tchachina,661,44,696
3069,JPN,Judo at the 2012 Summer Olympics – Women's 63 kg,3,Yoshie Ueno,925,48,262
3070,IRL,Boxing at the 2012 Summer Olympics – Men's flyweight,3,Michael Conlan,988,48,209
3071,USA,Shooting at the 2012 Summer Olympics - Women's 50 metre rifle; three positions,1,Jamie (Beyerle) Gray,809,48,428
3072,BEL,Cycling at the 2000 Summer Olympics - Men's cross-country,2,Filip Meirhaeghe,836,42,3
3073,ETH,Athletics at the 2004 Summer Olympics - Women's 10;000 metres,3,Derartu Tulu,935,44,247
3074,FRA,Cycling at the 2000 Summer Olympics - Men's cross-country,,Ludovic Dubau,836,42,3
3075,USA,Alpine skiing at the 1948 Winter Olympics - Women's combined,2,Gretchen Fraser,829,17,449
3076,YUG,Gymnastics at the 1924 Summer Olympics – Men's artistic individual all-around,1,Leon Štukelj,773,8,584
3077,CHN,Weightlifting at the 1992 Summer Olympics - Men's Bantamweight 52-56 kg,2,Liu Shoubin,785,37,550
3078,USA,Wrestling at the 1904 Summer Olympics - Men's freestyle featherweight,1,Benjamin Bradshaw,951,3,467
3079,URS,Cross Country Skiing at the 1992 Winter Olympics - Women's 30 km freestyle,3,Yelena Välbe,906,38,537
3080,USA,Swimming at the 1924 Summer Olympics - Men's 200 metre breaststroke,3,William Kirschbaum,669,8,4
